assignment_id,box_id,rfid_tag,box_type,order_id,delivery_zone,assignment_date,turnaround_hours,dwell_hours,dispatch_lag_minutes,sla_status,return_condition,is_returned,days_since_assigned,turnaround_bucket,year_month
BA-20250609-040-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250609-040,ZONE-A,2025-06-09,-1.75,-4.48,16,ON_TIME,NEEDS_CLEANING,True,288,0-12h,2025-06
BA-20250609-042-0001,BOX-00031,RFID-BOS-031,SMALL,ORD-20250609-042,ZONE-B,2025-06-09,-5.13,-9.08,26,ON_TIME,GOOD,True,288,0-12h,2025-06
BA-20250609-044-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250609-044,ZONE-B,2025-06-09,90.34,87.53,21,OVERDUE,GOOD,True,288,72h+,2025-06
BA-20250609-045-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250609-045,ZONE-C,2025-06-09,27.32,24.2,15,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-046-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250609-046,ZONE-D,2025-06-09,72.82,70.55,37,OVERDUE,GOOD,True,288,72h+,2025-06
BA-20250609-047-0001,BOX-00038,RFID-BOS-038,MEDIUM,ORD-20250609-047,ZONE-A,2025-06-09,50.5,46.4,38,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-048-0001,BOX-00040,RFID-BOS-040,MEDIUM,ORD-20250609-048,ZONE-B,2025-06-09,26.71,24.57,39,LATE,DAMAGED,True,288,24-48h,2025-06
BA-20250609-049-0001,BOX-00042,RFID-BOS-042,SMALL,ORD-20250609-049,ZONE-B,2025-06-09,19.98,16.93,37,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-052-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250609-052,ZONE-B,2025-06-09,14.87,10.97,38,ON_TIME,DAMAGED,True,288,12-24h,2025-06
BA-20250609-053-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250609-053,ZONE-B,2025-06-09,-2.25,-4.75,7,ON_TIME,GOOD,True,288,0-12h,2025-06
BA-20250609-054-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250609-054,ZONE-A,2025-06-09,27.57,23.57,42,LATE,DAMAGED,True,288,24-48h,2025-06
BA-20250609-057-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250609-057,ZONE-D,2025-06-09,26.53,22.2,24,LATE,NEEDS_CLEANING,True,288,24-48h,2025-06
BA-20250609-058-0001,BOX-00043,RFID-BOS-043,MEDIUM,ORD-20250609-058,ZONE-C,2025-06-09,20.16,16.6,48,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-059-0001,BOX-00003,RFID-BOS-003,SMALL,ORD-20250609-059,ZONE-C,2025-06-09,,,49,OUTSTANDING,,False,288,OUTSTANDING,2025-06
BA-20250609-061-0001,BOX-00005,RFID-BOS-005,SMALL,ORD-20250609-061,ZONE-C,2025-06-09,23.2,20.15,23,ON_TIME,NEEDS_CLEANING,True,288,12-24h,2025-06
BA-20250609-063-0001,BOX-00008,RFID-BOS-008,SMALL,ORD-20250609-063,ZONE-B,2025-06-09,,,21,OUTSTANDING,,False,288,OUTSTANDING,2025-06
BA-20250609-065-0001,BOX-00011,RFID-BOS-011,SMALL,ORD-20250609-065,ZONE-B,2025-06-09,,,12,OUTSTANDING,,False,288,OUTSTANDING,2025-06
BA-20250609-067-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250609-067,ZONE-A,2025-06-09,18.93,17.12,22,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-071-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250609-071,ZONE-A,2025-06-09,20.14,17.47,23,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-072-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250609-072,ZONE-B,2025-06-09,82.04,79.88,43,OVERDUE,GOOD,True,288,72h+,2025-06
BA-20250609-075-0001,BOX-00042,RFID-BOS-042,SMALL,ORD-20250609-075,ZONE-A,2025-06-09,20.84,19.02,17,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-076-0001,BOX-00054,RFID-BOS-054,MEDIUM,ORD-20250609-076,ZONE-B,2025-06-09,6.19,2.37,13,ON_TIME,GOOD,True,288,0-12h,2025-06
BA-20250609-077-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250609-077,ZONE-C,2025-06-09,18.2,14.13,24,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-078-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250609-078,ZONE-C,2025-06-09,21.82,18.1,9,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-083-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250609-083,ZONE-B,2025-06-09,21.12,17.48,16,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-084-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250609-084,ZONE-A,2025-06-09,18.28,15.0,45,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-086-0001,BOX-00005,RFID-BOS-005,SMALL,ORD-20250609-086,ZONE-A,2025-06-09,146.6,144.95,17,OVERDUE,GOOD,True,288,72h+,2025-06
BA-20250609-091-0001,BOX-00056,RFID-BOS-056,MEDIUM,ORD-20250609-091,ZONE-A,2025-06-09,65.73,62.5,42,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-092-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250609-092,ZONE-C,2025-06-09,-0.84,-3.08,28,ON_TIME,GOOD,True,288,0-12h,2025-06
BA-20250609-093-0001,BOX-00031,RFID-BOS-031,SMALL,ORD-20250609-093,ZONE-A,2025-06-09,75.03,70.95,45,OVERDUE,GOOD,True,288,72h+,2025-06
BA-20250609-094-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250609-094,ZONE-A,2025-06-09,17.3,13.78,17,ON_TIME,NEEDS_CLEANING,True,288,12-24h,2025-06
BA-20250609-095-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250609-095,ZONE-D,2025-06-09,75.18,70.97,30,OVERDUE,NEEDS_CLEANING,True,288,72h+,2025-06
BA-20250609-096-0001,BOX-00057,RFID-BOS-057,MEDIUM,ORD-20250609-096,ZONE-B,2025-06-09,31.49,28.93,43,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-097-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250609-097,ZONE-A,2025-06-09,67.04,63.98,34,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-098-0001,BOX-00060,RFID-BOS-060,MEDIUM,ORD-20250609-098,ZONE-B,2025-06-09,17.1,12.93,43,ON_TIME,DAMAGED,True,288,12-24h,2025-06
BA-20250609-099-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250609-099,ZONE-A,2025-06-09,14.19,11.33,27,ON_TIME,DAMAGED,True,288,12-24h,2025-06
BA-20250609-100-0001,BOX-00066,RFID-BOS-066,MEDIUM,ORD-20250609-100,ZONE-C,2025-06-09,-0.22,-2.62,40,ON_TIME,NEEDS_CLEANING,True,288,0-12h,2025-06
BA-20250609-101-0001,BOX-00042,RFID-BOS-042,SMALL,ORD-20250609-101,ZONE-A,2025-06-09,43.44,39.58,33,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-102-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250609-102,ZONE-B,2025-06-09,13.58,11.37,21,ON_TIME,NEEDS_CLEANING,True,288,12-24h,2025-06
BA-20250609-103-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250609-103,ZONE-C,2025-06-09,21.81,19.37,36,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-104-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250609-104,ZONE-C,2025-06-09,44.89,42.38,43,LATE,NEEDS_CLEANING,True,288,24-48h,2025-06
BA-20250609-105-0001,BOX-00071,RFID-BOS-071,MEDIUM,ORD-20250609-105,ZONE-C,2025-06-09,22.24,18.22,16,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-108-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250609-108,ZONE-C,2025-06-09,19.51,17.5,30,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-109-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250609-109,ZONE-B,2025-06-09,25.78,21.75,29,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-110-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250609-110,ZONE-B,2025-06-09,26.26,23.23,43,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-111-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250609-111,ZONE-D,2025-06-09,65.41,61.15,6,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-114-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250609-114,ZONE-D,2025-06-09,17.37,15.03,43,ON_TIME,GOOD,True,288,12-24h,2025-06
BA-20250609-115-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250609-115,ZONE-C,2025-06-09,47.97,45.05,19,LATE,GOOD,True,288,24-48h,2025-06
BA-20250609-118-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250609-118,ZONE-D,2025-06-09,64.06,59.85,34,LATE,GOOD,True,288,48-72h,2025-06
BA-20250609-121-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250609-121,ZONE-B,2025-06-09,76.16,74.05,31,OVERDUE,GOOD,True,288,72h+,2025-06
BA-20250610-001-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250610-001,ZONE-B,2025-06-10,-4.98,-9.12,41,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-003-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250610-003,ZONE-B,2025-06-10,23.16,20.53,24,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-004-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250610-004,ZONE-A,2025-06-10,16.36,13.58,28,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-007-0001,BOX-00031,RFID-BOS-031,SMALL,ORD-20250610-007,ZONE-B,2025-06-10,,,43,OUTSTANDING,,False,287,OUTSTANDING,2025-06
BA-20250610-009-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250610-009,ZONE-B,2025-06-10,66.05,62.38,13,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-010-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250610-010,ZONE-A,2025-06-10,41.8,38.9,34,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-011-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250610-011,ZONE-A,2025-06-10,70.2,67.6,13,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-012-0001,BOX-00042,RFID-BOS-042,SMALL,ORD-20250610-012,ZONE-D,2025-06-10,,,52,OUTSTANDING,,False,287,OUTSTANDING,2025-06
BA-20250610-013-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250610-013,ZONE-A,2025-06-10,-9.2,-11.22,30,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-015-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250610-015,ZONE-B,2025-06-10,14.53,12.1,10,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-016-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250610-016,ZONE-B,2025-06-10,21.38,18.45,29,ON_TIME,NEEDS_CLEANING,True,287,12-24h,2025-06
BA-20250610-018-0001,BOX-00007,RFID-BOS-007,MEDIUM,ORD-20250610-018,ZONE-A,2025-06-10,21.25,17.57,23,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-020-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250610-020,ZONE-B,2025-06-10,15.02,10.67,41,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-021-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250610-021,ZONE-D,2025-06-10,42.34,39.3,11,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-022-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250610-022,ZONE-D,2025-06-10,18.53,15.2,15,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-024-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250610-024,ZONE-A,2025-06-10,24.14,20.23,30,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-025-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250610-025,ZONE-A,2025-06-10,31.2,29.63,10,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-029-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250610-029,ZONE-D,2025-06-10,21.31,17.75,28,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-032-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250610-032,ZONE-B,2025-06-10,23.23,20.48,18,ON_TIME,NEEDS_CLEANING,True,287,12-24h,2025-06
BA-20250610-033-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250610-033,ZONE-A,2025-06-10,20.54,17.63,26,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-034-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250610-034,ZONE-A,2025-06-10,18.65,14.75,30,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-035-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250610-035,ZONE-B,2025-06-10,21.47,18.73,17,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-037-0001,BOX-00027,RFID-BOS-027,MEDIUM,ORD-20250610-037,ZONE-D,2025-06-10,21.32,16.65,32,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-038-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250610-038,ZONE-B,2025-06-10,144.74,140.47,34,OVERDUE,GOOD,True,287,72h+,2025-06
BA-20250610-040-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250610-040,ZONE-C,2025-06-10,26.66,22.38,26,LATE,NEEDS_CLEANING,True,287,24-48h,2025-06
BA-20250610-041-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250610-041,ZONE-A,2025-06-10,112.08,108.23,20,OVERDUE,GOOD,True,287,72h+,2025-06
BA-20250610-043-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250610-043,ZONE-A,2025-06-10,48.75,46.68,37,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-046-0001,BOX-00032,RFID-BOS-032,MEDIUM,ORD-20250610-046,ZONE-C,2025-06-10,38.51,36.4,34,LATE,DAMAGED,True,287,24-48h,2025-06
BA-20250610-047-0001,BOX-00038,RFID-BOS-038,MEDIUM,ORD-20250610-047,ZONE-C,2025-06-10,16.58,15.07,3,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-048-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250610-048,ZONE-B,2025-06-10,-7.55,-10.32,18,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-049-0001,BOX-00040,RFID-BOS-040,MEDIUM,ORD-20250610-049,ZONE-A,2025-06-10,22.41,18.45,31,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-050-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250610-050,ZONE-C,2025-06-10,40.07,37.0,16,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-051-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250610-051,ZONE-B,2025-06-10,21.24,19.28,27,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-055-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250610-055,ZONE-A,2025-06-10,75.41,73.48,31,OVERDUE,DAMAGED,True,287,72h+,2025-06
BA-20250610-057-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250610-057,ZONE-C,2025-06-10,53.36,50.2,23,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-058-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250610-058,ZONE-A,2025-06-10,165.12,162.72,6,OVERDUE,GOOD,True,287,72h+,2025-06
BA-20250610-060-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250610-060,ZONE-B,2025-06-10,18.68,16.07,11,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-061-0001,BOX-00063,RFID-BOS-063,SMALL,ORD-20250610-061,ZONE-B,2025-06-10,26.89,23.95,22,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-063-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250610-063,ZONE-D,2025-06-10,22.17,18.08,10,ON_TIME,NEEDS_CLEANING,True,287,12-24h,2025-06
BA-20250610-064-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250610-064,ZONE-A,2025-06-10,28.59,24.92,21,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-066-0001,BOX-00052,RFID-BOS-052,MEDIUM,ORD-20250610-066,ZONE-C,2025-06-10,24.13,22.02,11,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-067-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250610-067,ZONE-D,2025-06-10,21.74,19.58,21,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-070-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250610-070,ZONE-A,2025-06-10,-4.17,-6.8,17,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-071-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250610-071,ZONE-C,2025-06-10,64.93,61.8,24,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-076-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250610-076,ZONE-A,2025-06-10,13.19,9.53,21,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-077-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250610-077,ZONE-B,2025-06-10,16.22,12.95,49,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-079-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250610-079,ZONE-B,2025-06-10,38.61,35.73,22,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-080-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250610-080,ZONE-B,2025-06-10,73.61,70.32,39,OVERDUE,GOOD,True,287,72h+,2025-06
BA-20250610-081-0001,BOX-00057,RFID-BOS-057,MEDIUM,ORD-20250610-081,ZONE-A,2025-06-10,17.74,15.33,7,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-082-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250610-082,ZONE-D,2025-06-10,31.64,28.22,31,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-085-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250610-085,ZONE-A,2025-06-10,22.21,18.18,35,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-086-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250610-086,ZONE-C,2025-06-10,94.92,92.8,24,OVERDUE,NEEDS_CLEANING,True,287,72h+,2025-06
BA-20250610-088-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250610-088,ZONE-A,2025-06-10,68.32,66.35,31,LATE,GOOD,True,287,48-72h,2025-06
BA-20250610-090-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250610-090,ZONE-B,2025-06-10,-8.72,-12.83,29,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-091-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250610-091,ZONE-D,2025-06-10,25.44,22.65,17,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-092-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250610-092,ZONE-A,2025-06-10,-8.72,-12.35,16,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-093-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250610-093,ZONE-A,2025-06-10,18.68,15.43,49,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-094-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250610-094,ZONE-D,2025-06-10,21.5,18.18,37,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-095-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250610-095,ZONE-C,2025-06-10,16.95,12.65,28,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-097-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250610-097,ZONE-D,2025-06-10,22.79,19.5,21,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-098-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250610-098,ZONE-D,2025-06-10,22.65,18.63,23,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-101-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250610-101,ZONE-B,2025-06-10,16.16,11.77,46,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-104-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250610-104,ZONE-C,2025-06-10,20.12,17.23,10,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-105-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250610-105,ZONE-D,2025-06-10,-9.01,-12.77,39,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-106-0001,BOX-00065,RFID-BOS-065,SMALL,ORD-20250610-106,ZONE-C,2025-06-10,20.25,15.92,25,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-107-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250610-107,ZONE-B,2025-06-10,29.0,25.93,35,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-108-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250610-108,ZONE-C,2025-06-10,19.37,15.23,33,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-110-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250610-110,ZONE-D,2025-06-10,24.62,21.23,38,LATE,GOOD,True,287,24-48h,2025-06
BA-20250610-112-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250610-112,ZONE-B,2025-06-10,0.8,-1.03,18,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250610-113-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250610-113,ZONE-A,2025-06-10,122.64,120.02,12,OVERDUE,GOOD,True,287,72h+,2025-06
BA-20250610-115-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250610-115,ZONE-B,2025-06-10,23.91,21.27,11,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-116-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250610-116,ZONE-A,2025-06-10,18.47,16.8,20,ON_TIME,GOOD,True,287,12-24h,2025-06
BA-20250610-119-0001,BOX-00071,RFID-BOS-071,MEDIUM,ORD-20250610-119,ZONE-B,2025-06-10,14.78,12.98,23,ON_TIME,NEEDS_CLEANING,True,287,12-24h,2025-06
BA-20250610-120-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250610-120,ZONE-D,2025-06-10,0.75,-3.12,43,ON_TIME,GOOD,True,287,0-12h,2025-06
BA-20250611-001-0001,BOX-00004,RFID-BOS-004,SMALL,ORD-20250611-001,ZONE-B,2025-06-11,4.31,2.3,29,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-002-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250611-002,ZONE-A,2025-06-11,-7.84,-10.37,17,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-003-0001,BOX-00010,RFID-BOS-010,SMALL,ORD-20250611-003,ZONE-D,2025-06-11,11.18,8.8,23,ON_TIME,NEEDS_CLEANING,True,286,0-12h,2025-06
BA-20250611-004-0001,BOX-00022,RFID-BOS-022,SMALL,ORD-20250611-004,ZONE-A,2025-06-11,-2.19,-3.85,16,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-006-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250611-006,ZONE-D,2025-06-11,71.82,69.55,10,LATE,GOOD,True,286,48-72h,2025-06
BA-20250611-007-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250611-007,ZONE-A,2025-06-11,-7.97,-9.98,35,ON_TIME,NEEDS_CLEANING,True,286,0-12h,2025-06
BA-20250611-008-0001,BOX-00035,RFID-BOS-035,SMALL,ORD-20250611-008,ZONE-C,2025-06-11,67.99,65.78,30,LATE,NEEDS_CLEANING,True,286,48-72h,2025-06
BA-20250611-009-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250611-009,ZONE-A,2025-06-11,19.18,15.35,18,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-011-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250611-011,ZONE-C,2025-06-11,26.3,22.22,19,LATE,DAMAGED,True,286,24-48h,2025-06
BA-20250611-014-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250611-014,ZONE-A,2025-06-11,16.71,13.2,8,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-017-0001,BOX-00064,RFID-BOS-064,SMALL,ORD-20250611-017,ZONE-B,2025-06-11,,,22,OUTSTANDING,,False,286,OUTSTANDING,2025-06
BA-20250611-019-0001,BOX-00070,RFID-BOS-070,SMALL,ORD-20250611-019,ZONE-D,2025-06-11,-9.68,-11.65,14,ON_TIME,GOOD,True,286,0-12h,2025-06
BA-20250611-021-0001,BOX-00006,RFID-BOS-006,SMALL,ORD-20250611-021,ZONE-B,2025-06-11,21.51,19.37,31,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-024-0001,BOX-00024,RFID-BOS-024,SMALL,ORD-20250611-024,ZONE-B,2025-06-11,26.54,24.37,38,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-025-0001,BOX-00029,RFID-BOS-029,SMALL,ORD-20250611-025,ZONE-C,2025-06-11,50.82,48.92,17,LATE,NEEDS_CLEANING,True,286,48-72h,2025-06
BA-20250611-026-0001,BOX-00033,RFID-BOS-033,SMALL,ORD-20250611-026,ZONE-D,2025-06-11,20.76,17.6,6,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-029-0001,BOX-00037,RFID-BOS-037,SMALL,ORD-20250611-029,ZONE-B,2025-06-11,20.78,18.83,19,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-030-0001,BOX-00027,RFID-BOS-027,MEDIUM,ORD-20250611-030,ZONE-B,2025-06-11,23.8,21.38,41,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-031-0001,BOX-00039,RFID-BOS-039,SMALL,ORD-20250611-031,ZONE-A,2025-06-11,25.43,22.55,24,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-032-0001,BOX-00045,RFID-BOS-045,SMALL,ORD-20250611-032,ZONE-D,2025-06-11,13.25,10.47,9,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-033-0001,BOX-00055,RFID-BOS-055,SMALL,ORD-20250611-033,ZONE-D,2025-06-11,27.58,24.03,33,LATE,GOOD,True,286,24-48h,2025-06
BA-20250611-034-0001,BOX-00058,RFID-BOS-058,SMALL,ORD-20250611-034,ZONE-D,2025-06-11,17.99,14.82,26,ON_TIME,GOOD,True,286,12-24h,2025-06
BA-20250611-035-0001,BOX-00061,RFID-BOS-061,SMALL,ORD-20250611-035,ZONE-B,2025-06-11,31.2,27.4,30,LATE,NEEDS_CLEANING,True,286,24-48h,2025-06
