assignment_id,order_id,box_id,rfid_tag,box_type,box_capacity,sequence_number,subsequence,lifecycle_phase,sla_status,assigned_at,dispatched_at,delivered_at,picked_up_at,returned_at,return_condition,turnaround_hours,dispatch_lag_minutes,dwell_hours,days_since_assigned,is_returned,assignment_date
BA-20250612-001-0001,ORD-20250612-001,BOX-00004,RFID-BOS-004,SMALL,2,1,0001,COMPLETED,LATE,2025-06-12 18:52:10,2025-06-12 19:18:41,2025-06-12 20:15:10,2025-06-14 13:35:11,2025-06-14 16:35:11,GOOD,45.72,26,41.33,285,True,2025-06-12
BA-20250612-002-0001,ORD-20250612-002,BOX-00006,RFID-BOS-006,SMALL,2,2,0001,COMPLETED,ON_TIME,2025-06-12 08:25:39,2025-06-12 08:28:17,2025-06-12 08:58:39,2025-06-12 07:20:04,2025-06-12 10:20:04,GOOD,1.91,3,-1.63,285,True,2025-06-12
BA-20250612-003-0001,ORD-20250612-003,BOX-00010,RFID-BOS-010,SMALL,2,3,0001,COMPLETED,ON_TIME,2025-06-12 12:15:54,2025-06-12 12:41:05,2025-06-12 13:23:54,2025-06-13 06:12:40,2025-06-13 08:12:40,GOOD,19.95,26,16.82,285,True,2025-06-12
BA-20250612-004-0001,ORD-20250612-004,BOX-00022,RFID-BOS-022,SMALL,2,4,0001,COMPLETED,LATE,2025-06-12 20:01:07,2025-06-12 20:05:43,2025-06-12 20:40:07,2025-06-15 08:52:58,2025-06-15 10:52:58,GOOD,62.86,4,60.2,285,True,2025-06-12
BA-20250612-005-0001,ORD-20250612-005,BOX-00024,RFID-BOS-024,SMALL,2,5,0001,COMPLETED,OVERDUE,2025-06-12 07:22:50,2025-06-12 07:53:59,2025-06-12 08:15:50,2025-06-15 07:55:29,2025-06-15 08:55:29,GOOD,73.54,31,71.67,285,True,2025-06-12
BA-20250612-006-0001,ORD-20250612-006,BOX-00007,RFID-BOS-007,MEDIUM,4,6,0001,COMPLETED,LATE,2025-06-12 10:09:12,2025-06-12 10:27:33,2025-06-12 11:06:12,2025-06-13 07:44:11,2025-06-13 10:44:11,GOOD,24.58,18,20.63,285,True,2025-06-12
BA-20250612-007-0001,ORD-20250612-007,BOX-00029,RFID-BOS-029,SMALL,2,7,0001,COMPLETED,ON_TIME,2025-06-12 16:28:44,2025-06-12 16:41:15,2025-06-12 17:08:44,2025-06-13 09:25:42,2025-06-13 12:25:42,GOOD,19.95,13,16.28,285,True,2025-06-12
BA-20250612-008-0001,ORD-20250612-008,BOX-00035,RFID-BOS-035,SMALL,2,8,0001,COMPLETED,ON_TIME,2025-06-12 19:05:04,2025-06-12 19:32:02,2025-06-12 19:52:04,2025-06-13 10:50:09,2025-06-13 11:50:09,GOOD,16.75,27,14.97,285,True,2025-06-12
BA-20250612-009-0001,ORD-20250612-009,BOX-00037,RFID-BOS-037,SMALL,2,9,0001,COMPLETED,LATE,2025-06-12 12:02:03,2025-06-12 12:27:14,2025-06-12 13:07:03,2025-06-13 12:44:12,2025-06-13 14:44:12,NEEDS_CLEANING,26.7,25,23.62,285,True,2025-06-12
BA-20250612-010-0001,ORD-20250612-010,BOX-00039,RFID-BOS-039,SMALL,2,10,0001,COMPLETED,ON_TIME,2025-06-12 14:04:45,2025-06-12 14:46:45,2025-06-12 15:30:45,2025-06-13 09:17:55,2025-06-13 10:17:55,NEEDS_CLEANING,20.22,42,17.78,285,True,2025-06-12
BA-20250612-011-0001,ORD-20250612-011,BOX-00025,RFID-BOS-025,MEDIUM,4,11,0001,COMPLETED,ON_TIME,2025-06-12 14:49:11,2025-06-12 15:14:15,2025-06-12 15:56:11,2025-06-12 12:23:04,2025-06-12 13:23:04,GOOD,-1.44,25,-3.55,285,True,2025-06-12
BA-20250612-012-0001,ORD-20250612-012,BOX-00027,RFID-BOS-027,MEDIUM,4,12,0001,COMPLETED,OVERDUE,2025-06-12 11:29:20,2025-06-12 12:04:27,2025-06-12 12:40:20,2025-06-15 12:48:41,2025-06-15 14:48:41,GOOD,75.32,35,72.13,285,True,2025-06-12
BA-20250612-013-0001,ORD-20250612-013,BOX-00045,RFID-BOS-045,SMALL,2,13,0001,COMPLETED,LATE,2025-06-12 15:19:17,2025-06-12 15:53:44,2025-06-12 16:21:17,2025-06-14 13:21:29,2025-06-14 14:21:29,NEEDS_CLEANING,47.04,34,45.0,285,True,2025-06-12
BA-20250612-014-0001,ORD-20250612-014,BOX-00055,RFID-BOS-055,SMALL,2,14,0001,COMPLETED,ON_TIME,2025-06-12 19:04:40,2025-06-12 19:51:41,2025-06-12 20:16:40,2025-06-13 11:47:47,2025-06-13 14:47:47,GOOD,19.72,47,15.52,285,True,2025-06-12
BA-20250612-015-0001,ORD-20250612-015,BOX-00030,RFID-BOS-030,MEDIUM,4,15,0001,COMPLETED,LATE,2025-06-12 17:55:40,2025-06-12 18:26:49,2025-06-12 19:15:40,2025-06-15 08:28:05,2025-06-15 09:28:05,GOOD,63.54,31,61.22,285,True,2025-06-12
BA-20250612-016-0001,ORD-20250612-016,BOX-00058,RFID-BOS-058,SMALL,2,16,0001,COMPLETED,OVERDUE,2025-06-12 20:02:34,2025-06-12 20:35:39,2025-06-12 20:58:34,2025-06-17 09:07:59,2025-06-17 11:07:59,GOOD,111.09,33,108.15,285,True,2025-06-12
BA-20250612-017-0001,ORD-20250612-017,BOX-00061,RFID-BOS-061,SMALL,2,17,0001,COMPLETED,LATE,2025-06-12 13:53:39,2025-06-12 14:21:43,2025-06-12 14:45:39,2025-06-14 13:02:59,2025-06-14 15:02:59,GOOD,49.16,28,46.28,285,True,2025-06-12
BA-20250612-018-0001,ORD-20250612-018,BOX-00063,RFID-BOS-063,SMALL,2,18,0001,COMPLETED,ON_TIME,2025-06-12 15:30:33,2025-06-12 16:04:49,2025-06-12 16:38:33,2025-06-13 09:20:42,2025-06-13 10:20:42,GOOD,18.84,34,16.7,285,True,2025-06-12
BA-20250612-019-0001,ORD-20250612-019,BOX-00070,RFID-BOS-070,SMALL,2,19,0001,COMPLETED,ON_TIME,2025-06-12 12:22:38,2025-06-12 12:40:27,2025-06-12 13:06:38,2025-06-13 08:01:30,2025-06-13 09:01:30,GOOD,20.65,18,18.92,285,True,2025-06-12
BA-20250612-020-0001,ORD-20250612-020,BOX-00004,RFID-BOS-004,SMALL,2,20,0001,COMPLETED,LATE,2025-06-12 06:38:21,2025-06-12 07:09:28,2025-06-12 07:43:21,2025-06-13 09:35:40,2025-06-13 11:35:40,GOOD,28.96,31,25.87,285,True,2025-06-12
BA-20250612-021-0001,ORD-20250612-021,BOX-00006,RFID-BOS-006,SMALL,2,21,0001,COMPLETED,ON_TIME,2025-06-12 18:03:10,2025-06-12 18:22:26,2025-06-12 19:00:10,2025-06-13 11:42:08,2025-06-13 14:42:08,GOOD,20.65,19,16.7,285,True,2025-06-12
BA-20250612-022-0001,ORD-20250612-022,BOX-00010,RFID-BOS-010,SMALL,2,22,0001,COMPLETED,ON_TIME,2025-06-12 17:36:20,2025-06-12 17:57:02,2025-06-12 18:36:20,2025-06-13 11:15:30,2025-06-13 14:15:30,GOOD,20.65,21,16.65,285,True,2025-06-12
BA-20250612-023-0001,ORD-20250612-023,BOX-00032,RFID-BOS-032,MEDIUM,4,23,0001,COMPLETED,ON_TIME,2025-06-12 17:08:51,2025-06-12 17:41:33,2025-06-12 18:17:51,2025-06-12 08:10:21,2025-06-12 10:10:21,GOOD,-6.97,33,-10.12,285,True,2025-06-12
BA-20250612-024-0001,ORD-20250612-024,BOX-00022,RFID-BOS-022,SMALL,2,24,0001,COMPLETED,ON_TIME,2025-06-12 17:29:39,2025-06-12 18:00:33,2025-06-12 18:29:39,2025-06-13 08:10:13,2025-06-13 10:10:13,GOOD,16.68,31,13.68,285,True,2025-06-12
BA-20250612-025-0001,ORD-20250612-025,BOX-00024,RFID-BOS-024,SMALL,2,25,0001,COMPLETED,ON_TIME,2025-06-12 09:47:16,2025-06-12 10:17:16,2025-06-12 10:54:16,2025-06-12 10:09:26,2025-06-12 12:09:26,GOOD,2.37,30,-0.75,285,True,2025-06-12
BA-20250612-026-0001,ORD-20250612-026,BOX-00029,RFID-BOS-029,SMALL,2,26,0001,COMPLETED,ON_TIME,2025-06-12 10:30:26,2025-06-12 10:59:01,2025-06-12 11:23:26,2025-06-13 06:17:03,2025-06-13 07:17:03,GOOD,20.78,29,18.9,285,True,2025-06-12
BA-20250612-027-0001,ORD-20250612-027,BOX-00035,RFID-BOS-035,SMALL,2,27,0001,COMPLETED,LATE,2025-06-12 11:38:38,2025-06-12 12:13:43,2025-06-12 12:38:38,2025-06-13 11:45:39,2025-06-13 13:45:39,GOOD,26.12,35,23.12,285,True,2025-06-12
BA-20250612-028-0001,ORD-20250612-028,BOX-00037,RFID-BOS-037,SMALL,2,28,0001,COMPLETED,LATE,2025-06-12 14:14:55,2025-06-12 14:22:57,2025-06-12 14:48:55,2025-06-13 14:58:12,2025-06-13 17:58:12,GOOD,27.72,8,24.17,285,True,2025-06-12
BA-20250612-029-0001,ORD-20250612-029,BOX-00039,RFID-BOS-039,SMALL,2,29,0001,COMPLETED,ON_TIME,2025-06-12 13:46:29,2025-06-12 14:27:27,2025-06-12 14:54:29,2025-06-13 10:22:22,2025-06-13 11:22:22,GOOD,21.6,41,19.47,285,True,2025-06-12
BA-20250612-030-0001,ORD-20250612-030,BOX-00045,RFID-BOS-045,SMALL,2,30,0001,COMPLETED,LATE,2025-06-12 10:25:08,2025-06-12 10:52:55,2025-06-12 11:21:08,2025-06-13 10:52:03,2025-06-13 11:52:03,GOOD,25.45,27,23.52,285,True,2025-06-12
BA-20250612-031-0001,ORD-20250612-031,BOX-00055,RFID-BOS-055,SMALL,2,31,0001,COMPLETED,ON_TIME,2025-06-12 20:53:20,2025-06-12 21:26:22,2025-06-12 21:48:20,2025-06-12 08:16:01,2025-06-12 10:16:01,GOOD,-10.62,33,-13.53,285,True,2025-06-12
BA-20250612-032-0001,ORD-20250612-032,BOX-00058,RFID-BOS-058,SMALL,2,32,0001,COMPLETED,LATE,2025-06-12 11:30:42,2025-06-12 12:02:36,2025-06-12 12:39:42,2025-06-13 11:15:03,2025-06-13 12:15:03,GOOD,24.74,32,22.6,285,True,2025-06-12
BA-20250612-033-0001,ORD-20250612-033,BOX-00061,RFID-BOS-061,SMALL,2,33,0001,COMPLETED,ON_TIME,2025-06-12 17:42:29,2025-06-12 18:05:37,2025-06-12 18:41:29,2025-06-13 08:49:35,2025-06-13 11:49:35,NEEDS_CLEANING,18.12,23,14.13,285,True,2025-06-12
BA-20250612-034-0001,ORD-20250612-034,BOX-00038,RFID-BOS-038,MEDIUM,4,34,0001,AWAITING_RETURN,OUTSTANDING,2025-06-12 18:57:17,2025-06-12 19:33:54,2025-06-12 19:57:17,,,,,36,,285,False,2025-06-12
BA-20250612-035-0001,ORD-20250612-035,BOX-00063,RFID-BOS-063,SMALL,2,35,0001,COMPLETED,ON_TIME,2025-06-12 12:54:23,2025-06-12 13:14:03,2025-06-12 13:55:23,2025-06-12 11:37:30,2025-06-12 14:37:30,GOOD,1.72,20,-2.3,285,True,2025-06-12
BA-20250612-036-0001,ORD-20250612-036,BOX-00070,RFID-BOS-070,SMALL,2,36,0001,COMPLETED,ON_TIME,2025-06-12 15:08:41,2025-06-12 15:48:37,2025-06-12 16:41:41,2025-06-13 08:01:03,2025-06-13 11:01:03,GOOD,19.87,40,15.33,285,True,2025-06-12
BA-20250612-037-0001,ORD-20250612-037,BOX-00004,RFID-BOS-004,SMALL,2,37,0001,COMPLETED,ON_TIME,2025-06-12 17:19:26,2025-06-12 17:45:01,2025-06-12 18:16:26,2025-06-13 11:39:08,2025-06-13 12:39:08,GOOD,19.33,26,17.38,285,True,2025-06-12
BA-20250612-038-0001,ORD-20250612-038,BOX-00040,RFID-BOS-040,MEDIUM,4,38,0001,COMPLETED,LATE,2025-06-12 11:25:27,2025-06-12 11:50:11,2025-06-12 12:39:27,2025-06-13 11:29:07,2025-06-13 13:29:07,GOOD,26.06,25,22.83,285,True,2025-06-12
BA-20250612-039-0001,ORD-20250612-039,BOX-00043,RFID-BOS-043,MEDIUM,4,39,0001,COMPLETED,ON_TIME,2025-06-12 12:28:21,2025-06-12 12:59:50,2025-06-12 13:22:21,2025-06-13 07:55:58,2025-06-13 10:55:58,GOOD,22.46,31,18.55,285,True,2025-06-12
BA-20250612-040-0001,ORD-20250612-040,BOX-00006,RFID-BOS-006,SMALL,2,40,0001,COMPLETED,ON_TIME,2025-06-12 17:13:47,2025-06-12 17:43:39,2025-06-12 18:43:47,2025-06-13 10:31:35,2025-06-13 13:31:35,GOOD,20.3,30,15.8,285,True,2025-06-12
BA-20250612-041-0001,ORD-20250612-041,BOX-00010,RFID-BOS-010,SMALL,2,41,0001,COMPLETED,LATE,2025-06-12 10:42:40,2025-06-12 11:10:53,2025-06-12 11:59:40,2025-06-14 06:11:48,2025-06-14 09:11:48,GOOD,46.49,28,42.2,285,True,2025-06-12
BA-20250612-042-0001,ORD-20250612-042,BOX-00022,RFID-BOS-022,SMALL,2,42,0001,COMPLETED,LATE,2025-06-12 18:12:27,2025-06-12 18:39:29,2025-06-12 19:24:27,2025-06-15 11:42:22,2025-06-15 12:42:22,GOOD,66.5,27,64.3,285,True,2025-06-12
BA-20250612-043-0001,ORD-20250612-043,BOX-00024,RFID-BOS-024,SMALL,2,43,0001,COMPLETED,LATE,2025-06-12 16:45:19,2025-06-12 17:03:20,2025-06-12 18:02:19,2025-06-14 08:13:54,2025-06-14 09:13:54,GOOD,40.48,18,38.18,285,True,2025-06-12
BA-20250612-044-0001,ORD-20250612-044,BOX-00029,RFID-BOS-029,SMALL,2,44,0001,COMPLETED,ON_TIME,2025-06-12 18:37:08,2025-06-12 19:15:18,2025-06-12 19:37:08,2025-06-12 06:32:44,2025-06-12 07:32:44,GOOD,-11.07,38,-13.08,285,True,2025-06-12
BA-20250612-045-0001,ORD-20250612-045,BOX-00035,RFID-BOS-035,SMALL,2,45,0001,COMPLETED,LATE,2025-06-12 08:53:42,2025-06-12 09:35:41,2025-06-12 10:30:42,2025-06-13 08:48:05,2025-06-13 11:48:05,GOOD,26.91,42,22.3,285,True,2025-06-12
BA-20250612-046-0001,ORD-20250612-046,BOX-00037,RFID-BOS-037,SMALL,2,46,0001,COMPLETED,LATE,2025-06-12 13:02:04,2025-06-12 13:09:45,2025-06-12 13:37:04,2025-06-13 12:17:21,2025-06-13 15:17:21,GOOD,26.25,7,22.67,285,True,2025-06-12
BA-20250612-047-0001,ORD-20250612-047,BOX-00039,RFID-BOS-039,SMALL,2,47,0001,COMPLETED,LATE,2025-06-12 17:56:12,2025-06-12 18:34:28,2025-06-12 19:01:12,2025-06-15 07:44:21,2025-06-15 08:44:21,GOOD,62.8,38,60.72,285,True,2025-06-12
BA-20250612-048-0001,ORD-20250612-048,BOX-00045,RFID-BOS-045,SMALL,2,48,0001,COMPLETED,ON_TIME,2025-06-12 12:23:54,2025-06-12 12:34:03,2025-06-12 13:13:54,2025-06-13 06:10:51,2025-06-13 09:10:51,GOOD,20.78,11,16.95,285,True,2025-06-12
BA-20250612-049-0001,ORD-20250612-049,BOX-00055,RFID-BOS-055,SMALL,2,49,0001,COMPLETED,ON_TIME,2025-06-12 17:47:54,2025-06-12 18:11:11,2025-06-12 18:45:54,2025-06-13 10:10:08,2025-06-13 12:10:08,NEEDS_CLEANING,18.37,24,15.42,285,True,2025-06-12
BA-20250612-050-0001,ORD-20250612-050,BOX-00052,RFID-BOS-052,MEDIUM,4,50,0001,COMPLETED,LATE,2025-06-12 19:30:42,2025-06-12 20:06:43,2025-06-12 20:27:42,2025-06-15 09:55:25,2025-06-15 10:55:25,GOOD,63.41,36,61.47,285,True,2025-06-12
BA-20250612-051-0001,ORD-20250612-051,BOX-00058,RFID-BOS-058,SMALL,2,51,0001,COMPLETED,ON_TIME,2025-06-12 21:13:23,2025-06-12 21:26:19,2025-06-12 22:02:23,2025-06-13 12:09:13,2025-06-13 15:09:13,GOOD,17.93,13,14.12,285,True,2025-06-12
BA-20250612-052-0001,ORD-20250612-052,BOX-00054,RFID-BOS-054,MEDIUM,4,52,0001,COMPLETED,ON_TIME,2025-06-12 13:26:35,2025-06-12 13:59:05,2025-06-12 14:38:35,2025-06-13 07:34:02,2025-06-13 08:34:02,GOOD,19.12,33,16.93,285,True,2025-06-12
BA-20250612-053-0001,ORD-20250612-053,BOX-00061,RFID-BOS-061,SMALL,2,53,0001,COMPLETED,ON_TIME,2025-06-12 16:59:39,2025-06-12 17:19:07,2025-06-12 18:20:39,2025-06-13 12:01:12,2025-06-13 14:01:12,GOOD,21.03,20,17.68,285,True,2025-06-12
BA-20250612-054-0001,ORD-20250612-054,BOX-00063,RFID-BOS-063,SMALL,2,54,0001,COMPLETED,LATE,2025-06-12 18:42:25,2025-06-12 19:09:15,2025-06-12 19:36:25,2025-06-15 12:31:30,2025-06-15 14:31:30,GOOD,67.82,27,64.92,285,True,2025-06-12
BA-20250612-055-0001,ORD-20250612-055,BOX-00070,RFID-BOS-070,SMALL,2,55,0001,COMPLETED,ON_TIME,2025-06-12 16:26:45,2025-06-12 17:10:39,2025-06-12 18:14:45,2025-06-13 10:03:54,2025-06-13 11:03:54,GOOD,18.62,44,15.82,285,True,2025-06-12
BA-20250612-056-0001,ORD-20250612-056,BOX-00004,RFID-BOS-004,SMALL,2,56,0001,COMPLETED,ON_TIME,2025-06-12 20:11:18,2025-06-12 20:23:58,2025-06-12 21:10:18,2025-06-13 12:46:00,2025-06-13 15:46:00,GOOD,19.58,12,15.6,285,True,2025-06-12
BA-20250612-057-0001,ORD-20250612-057,BOX-00006,RFID-BOS-006,SMALL,2,57,0001,COMPLETED,ON_TIME,2025-06-12 19:33:40,2025-06-12 20:09:28,2025-06-12 21:08:40,2025-06-13 11:36:14,2025-06-13 12:36:14,GOOD,17.04,36,14.47,285,True,2025-06-12
BA-20250612-058-0001,ORD-20250612-058,BOX-00010,RFID-BOS-010,SMALL,2,58,0001,COMPLETED,ON_TIME,2025-06-12 12:26:42,2025-06-12 12:51:12,2025-06-12 13:17:42,2025-06-13 07:40:04,2025-06-13 10:40:04,GOOD,22.22,25,18.38,285,True,2025-06-12
BA-20250612-059-0001,ORD-20250612-059,BOX-00022,RFID-BOS-022,SMALL,2,59,0001,COMPLETED,LATE,2025-06-12 13:05:28,2025-06-12 13:25:32,2025-06-12 13:50:28,2025-06-13 10:14:48,2025-06-13 13:14:48,GOOD,24.16,20,20.4,285,True,2025-06-12
BA-20250612-060-0001,ORD-20250612-060,BOX-00056,RFID-BOS-056,MEDIUM,4,60,0001,COMPLETED,ON_TIME,2025-06-12 20:09:53,2025-06-12 20:56:32,2025-06-12 21:34:53,2025-06-12 09:13:36,2025-06-12 11:13:36,GOOD,-8.94,47,-12.35,285,True,2025-06-12
BA-20250612-061-0001,ORD-20250612-061,BOX-00024,RFID-BOS-024,SMALL,2,61,0001,IN_TRANSIT,OUTSTANDING,2025-06-12 18:19:43,2025-06-12 18:49:19,,,,,,30,,285,False,2025-06-12
BA-20250612-062-0001,ORD-20250612-062,BOX-00029,RFID-BOS-029,SMALL,2,62,0001,COMPLETED,ON_TIME,2025-06-12 10:27:52,2025-06-12 10:47:45,2025-06-12 11:21:52,2025-06-12 10:28:53,2025-06-12 12:28:53,GOOD,2.02,20,-0.88,285,True,2025-06-12
BA-20250612-063-0001,ORD-20250612-063,BOX-00035,RFID-BOS-035,SMALL,2,63,0001,COMPLETED,ON_TIME,2025-06-12 20:52:20,2025-06-12 21:07:39,2025-06-12 21:36:20,2025-06-13 09:11:15,2025-06-13 10:11:15,GOOD,13.32,15,11.58,285,True,2025-06-12
BA-20250612-064-0001,ORD-20250612-064,BOX-00037,RFID-BOS-037,SMALL,2,64,0001,COMPLETED,ON_TIME,2025-06-12 11:44:21,2025-06-12 11:52:57,2025-06-12 12:25:21,2025-06-13 08:26:30,2025-06-13 09:26:30,GOOD,21.7,8,20.02,285,True,2025-06-12
BA-20250612-065-0001,ORD-20250612-065,BOX-00057,RFID-BOS-057,MEDIUM,4,65,0001,COMPLETED,LATE,2025-06-12 07:46:23,2025-06-12 08:27:37,2025-06-12 08:52:23,2025-06-13 08:27:30,2025-06-13 09:27:30,GOOD,25.69,41,23.58,285,True,2025-06-12
BA-20250612-066-0001,ORD-20250612-066,BOX-00039,RFID-BOS-039,SMALL,2,66,0001,COMPLETED,ON_TIME,2025-06-12 15:28:32,2025-06-12 15:45:05,2025-06-12 16:11:32,2025-06-13 09:44:03,2025-06-13 11:44:03,GOOD,20.26,17,17.55,285,True,2025-06-12
BA-20250612-067-0001,ORD-20250612-067,BOX-00066,RFID-BOS-066,MEDIUM,4,67,0001,COMPLETED,OVERDUE,2025-06-12 12:13:20,2025-06-12 12:22:10,2025-06-12 12:57:20,2025-06-15 11:46:30,2025-06-15 14:46:30,GOOD,74.55,9,70.82,285,True,2025-06-12
BA-20250612-068-0001,ORD-20250612-068,BOX-00045,RFID-BOS-045,SMALL,2,68,0001,COMPLETED,LATE,2025-06-12 12:50:07,2025-06-12 13:17:27,2025-06-12 13:42:07,2025-06-13 12:44:32,2025-06-13 15:44:32,GOOD,26.91,27,23.03,285,True,2025-06-12
BA-20250612-069-0001,ORD-20250612-069,BOX-00069,RFID-BOS-069,MEDIUM,4,69,0001,COMPLETED,ON_TIME,2025-06-12 20:54:35,2025-06-12 21:25:27,2025-06-12 21:51:35,2025-06-13 09:36:55,2025-06-13 12:36:55,NEEDS_CLEANING,15.71,31,11.75,285,True,2025-06-12
BA-20250612-070-0001,ORD-20250612-070,BOX-00071,RFID-BOS-071,MEDIUM,4,70,0001,COMPLETED,ON_TIME,2025-06-12 16:08:46,2025-06-12 16:55:29,2025-06-12 17:42:46,2025-06-13 10:04:53,2025-06-13 12:04:53,GOOD,19.94,47,16.37,285,True,2025-06-12
BA-20250612-071-0001,ORD-20250612-071,BOX-00055,RFID-BOS-055,SMALL,2,71,0001,COMPLETED,LATE,2025-06-12 11:24:10,2025-06-12 11:32:51,2025-06-12 12:03:10,2025-06-13 12:55:39,2025-06-13 14:55:39,GOOD,27.52,8,24.87,285,True,2025-06-12
BA-20250612-072-0001,ORD-20250612-072,BOX-00058,RFID-BOS-058,SMALL,2,72,0001,COMPLETED,ON_TIME,2025-06-12 17:38:54,2025-06-12 17:55:43,2025-06-12 18:24:54,2025-06-13 12:40:13,2025-06-13 13:40:13,GOOD,20.02,17,18.27,285,True,2025-06-12
BA-20250612-073-0001,ORD-20250612-073,BOX-00061,RFID-BOS-061,SMALL,2,73,0001,COMPLETED,ON_TIME,2025-06-12 16:00:40,2025-06-12 16:25:05,2025-06-12 17:04:40,2025-06-13 09:13:04,2025-06-13 10:13:04,GOOD,18.21,25,16.15,285,True,2025-06-12
BA-20250612-074-0001,ORD-20250612-074,BOX-00063,RFID-BOS-063,SMALL,2,74,0001,COMPLETED,ON_TIME,2025-06-12 19:43:50,2025-06-12 19:58:01,2025-06-12 20:26:50,2025-06-13 11:15:16,2025-06-13 12:15:16,GOOD,16.52,15,14.82,285,True,2025-06-12
BA-20250612-075-0001,ORD-20250612-075,BOX-00070,RFID-BOS-070,SMALL,2,75,0001,COMPLETED,LATE,2025-06-12 12:14:18,2025-06-12 12:52:36,2025-06-12 13:29:18,2025-06-15 10:09:10,2025-06-15 11:09:10,GOOD,70.91,38,68.67,285,True,2025-06-12
BA-20250612-076-0001,ORD-20250612-076,BOX-00004,RFID-BOS-004,SMALL,2,76,0001,IN_TRANSIT,OUTSTANDING,2025-06-12 12:23:18,2025-06-12 12:49:14,,,,,,26,,285,False,2025-06-12
BA-20250612-077-0001,ORD-20250612-077,BOX-00072,RFID-BOS-072,MEDIUM,4,77,0001,COMPLETED,LATE,2025-06-12 07:23:26,2025-06-12 07:52:02,2025-06-12 08:41:26,2025-06-13 06:30:55,2025-06-13 07:30:55,GOOD,24.12,29,21.82,285,True,2025-06-12
BA-20250612-078-0001,ORD-20250612-078,BOX-00006,RFID-BOS-006,SMALL,2,78,0001,COMPLETED,OVERDUE,2025-06-12 11:26:54,2025-06-12 12:02:16,2025-06-12 12:37:54,2025-06-15 11:48:10,2025-06-15 12:48:10,GOOD,73.35,36,71.18,285,True,2025-06-12
BA-20250612-079-0001,ORD-20250612-079,BOX-00010,RFID-BOS-010,SMALL,2,79,0001,COMPLETED,ON_TIME,2025-06-12 10:25:49,2025-06-12 10:58:47,2025-06-12 11:24:49,2025-06-13 09:20:22,2025-06-13 10:20:22,GOOD,23.91,33,21.93,285,True,2025-06-12
BA-20250612-080-0001,ORD-20250612-080,BOX-00022,RFID-BOS-022,SMALL,2,80,0001,COMPLETED,LATE,2025-06-12 09:16:11,2025-06-12 09:50:20,2025-06-12 10:43:11,2025-06-13 11:41:11,2025-06-13 14:41:11,GOOD,29.42,34,24.97,285,True,2025-06-12
BA-20250612-081-0001,ORD-20250612-081,BOX-00029,RFID-BOS-029,SMALL,2,81,0001,COMPLETED,OVERDUE,2025-06-12 12:41:02,2025-06-12 13:15:31,2025-06-12 13:59:02,2025-06-17 09:17:47,2025-06-17 10:17:47,GOOD,117.61,34,115.3,285,True,2025-06-12
BA-20250612-082-0001,ORD-20250612-082,BOX-00035,RFID-BOS-035,SMALL,2,82,0001,COMPLETED,LATE,2025-06-12 11:29:18,2025-06-12 12:14:05,2025-06-12 12:51:18,2025-06-13 11:41:25,2025-06-13 14:41:25,GOOD,27.2,45,22.83,285,True,2025-06-12
BA-20250612-083-0001,ORD-20250612-083,BOX-00037,RFID-BOS-037,SMALL,2,83,0001,COMPLETED,LATE,2025-06-12 11:29:52,2025-06-12 11:56:23,2025-06-12 12:28:52,2025-06-14 08:32:20,2025-06-14 09:32:20,GOOD,46.04,27,44.07,285,True,2025-06-12
BA-20250612-084-0001,ORD-20250612-084,BOX-00039,RFID-BOS-039,SMALL,2,84,0001,COMPLETED,ON_TIME,2025-06-12 17:22:13,2025-06-12 17:44:31,2025-06-12 18:35:13,2025-06-12 08:16:18,2025-06-12 11:16:18,GOOD,-6.1,22,-10.32,285,True,2025-06-12
BA-20250612-085-0001,ORD-20250612-085,BOX-00045,RFID-BOS-045,SMALL,2,85,0001,COMPLETED,ON_TIME,2025-06-12 13:46:43,2025-06-12 14:17:22,2025-06-12 14:47:43,2025-06-13 10:24:25,2025-06-13 12:24:25,NEEDS_CLEANING,22.63,31,19.62,285,True,2025-06-12
BA-20250612-086-0001,ORD-20250612-086,BOX-00073,RFID-BOS-073,MEDIUM,4,86,0001,COMPLETED,OVERDUE,2025-06-12 10:49:38,2025-06-12 11:21:25,2025-06-12 11:51:38,2025-06-15 11:00:19,2025-06-15 13:00:19,GOOD,74.18,32,71.15,285,True,2025-06-12
BA-20250612-087-0001,ORD-20250612-087,BOX-00055,RFID-BOS-055,SMALL,2,87,0001,COMPLETED,ON_TIME,2025-06-12 16:22:27,2025-06-12 16:49:25,2025-06-12 17:11:27,2025-06-13 07:16:53,2025-06-13 08:16:53,GOOD,15.91,27,14.08,285,True,2025-06-12
BA-20250612-088-0001,ORD-20250612-088,BOX-00058,RFID-BOS-058,SMALL,2,88,0001,COMPLETED,ON_TIME,2025-06-12 12:45:08,2025-06-12 12:54:52,2025-06-12 13:16:08,2025-06-13 11:38:51,2025-06-13 12:38:51,GOOD,23.9,9,22.37,285,True,2025-06-12
BA-20250612-089-0001,ORD-20250612-089,BOX-00061,RFID-BOS-061,SMALL,2,89,0001,COMPLETED,ON_TIME,2025-06-12 18:30:17,2025-06-12 19:03:10,2025-06-12 19:46:17,2025-06-13 11:04:38,2025-06-13 13:04:38,GOOD,18.57,33,15.3,285,True,2025-06-12
