maintenance_id,box_id,rfid_tag,box_type,maintenance_type,start_date,end_date,maintenance_date,year_month,notes,cost,downtime_hours,cumulative_cost_per_box,maintenance_sequence,box_total_assignments,cost_per_assignment
MAINT-00253,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-11 12:19:07,2025-06-11 14:19:07,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,106.36,11,64,0.0391
MAINT-00284,BOX-00035,RFID-BOS-035,SMALL,CLEANING,2025-06-11 12:27:32,2025-06-11 14:27:32,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,65.27,7,66,0.0379
MAINT-00271,BOX-00063,RFID-BOS-063,SMALL,INSPECTION,2025-06-11 13:16:42,2025-06-11 17:16:42,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,60.11,7,103,0.0971
MAINT-00204,BOX-00064,RFID-BOS-064,SMALL,REPAIR,2025-06-11 13:17:02,2025-06-12 13:17:02,2025-06-11,2025-06,Post-return repair after 22 uses,48.64,24.0,122.09,8,33,1.4739
MAINT-00288,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-11 13:17:15,2025-06-11 15:17:15,2025-06-11,2025-06,Post-return cleaning after 40 uses,2.5,2.0,99.71,9,101,0.0248
MAINT-00311,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-11 13:17:48,2025-06-11 15:17:48,2025-06-11,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,83,0.0301
MAINT-00280,BOX-00070,RFID-BOS-070,SMALL,REPAIR,2025-06-11 13:32:31,2025-06-12 13:32:31,2025-06-11,2025-06,Post-return repair after 31 uses,14.22,24.0,104.07,7,60,0.237
MAINT-00270,BOX-00061,RFID-BOS-061,SMALL,INSPECTION,2025-06-11 14:05:47,2025-06-11 18:05:47,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,127.85,9,44,0.2273
MAINT-00310,BOX-00022,RFID-BOS-022,SMALL,INSPECTION,2025-06-11 14:08:58,2025-06-11 18:08:58,2025-06-11,2025-06,Post-return inspection after 45 uses,10.0,4.0,109.71,10,101,0.099
MAINT-00282,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-11 14:28:56,2025-06-11 16:28:56,2025-06-11,2025-06,Post-return cleaning after 40 uses,2.5,2.0,108.86,12,64,0.0391
MAINT-00296,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-11 14:33:47,2025-06-12 14:33:47,2025-06-11,2025-06,Post-return repair after 42 uses,39.55,24.0,149.26,11,101,0.3916
MAINT-00265,BOX-00030,RFID-BOS-030,MEDIUM,CLEANING,2025-06-11 14:35:32,2025-06-11 16:35:32,2025-06-11,2025-06,Post-return cleaning after 10 uses,2.5,2.0,93.13,5,29,0.0862
MAINT-00305,BOX-00035,RFID-BOS-035,SMALL,REPAIR,2025-06-11 14:37:51,2025-06-12 14:37:51,2025-06-11,2025-06,Post-return repair after 40 uses,20.91,24.0,86.18,8,66,0.3168
MAINT-00248,BOX-00042,RFID-BOS-042,SMALL,REPAIR,2025-06-11 14:38:40,2025-06-12 14:38:40,2025-06-11,2025-06,Post-return repair after 29 uses,29.5,24.0,49.5,6,30,0.9833
MAINT-00263,BOX-00058,RFID-BOS-058,SMALL,INSPECTION,2025-06-11 14:43:54,2025-06-11 18:43:54,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,131.18,9,49,0.2041
MAINT-00236,BOX-00024,RFID-BOS-024,SMALL,INSPECTION,2025-06-11 15:03:43,2025-06-11 19:03:43,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,95.78,8,49,0.2041
MAINT-00273,BOX-00065,RFID-BOS-065,SMALL,INSPECTION,2025-06-11 15:44:52,2025-06-11 19:44:52,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,85.54,7,34,0.2941
MAINT-00259,BOX-00007,RFID-BOS-007,MEDIUM,CLEANING,2025-06-11 15:48:35,2025-06-11 17:48:35,2025-06-11,2025-06,Post-return cleaning after 10 uses,2.5,2.0,15.33,3,47,0.0532
MAINT-00279,BOX-00035,RFID-BOS-035,SMALL,REPAIR,2025-06-11 16:06:05,2025-06-12 16:06:05,2025-06-11,2025-06,Post-return repair after 33 uses,15.09,24.0,101.27,9,66,0.2286
MAINT-00220,BOX-00031,RFID-BOS-031,SMALL,REPAIR,2025-06-11 16:09:12,2025-06-12 16:09:12,2025-06-11,2025-06,Post-return repair after 27 uses,30.86,24.0,161.34,8,32,0.9644
MAINT-00252,BOX-00006,RFID-BOS-006,SMALL,CLEANING,2025-06-11 16:26:44,2025-06-11 18:26:44,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,74.56,9,60,0.0417
MAINT-00264,BOX-00027,RFID-BOS-027,MEDIUM,REPAIR,2025-06-11 16:27:45,2025-06-12 16:27:45,2025-06-11,2025-06,Post-return repair after 10 uses,19.93,24.0,30.48,3,16,1.2456
MAINT-00260,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-11 16:31:03,2025-06-11 18:31:03,2025-06-11,2025-06,Post-return cleaning after 35 uses,2.5,2.0,151.76,12,101,0.0248
MAINT-00278,BOX-00033,RFID-BOS-033,SMALL,REPAIR,2025-06-11 17:17:12,2025-06-12 17:17:12,2025-06-11,2025-06,Post-return repair after 33 uses,32.83,24.0,194.36,12,41,0.8007
MAINT-00274,BOX-00070,RFID-BOS-070,SMALL,INSPECTION,2025-06-11 17:52:52,2025-06-11 21:52:52,2025-06-11,2025-06,Post-return inspection after 30 uses,10.0,4.0,114.07,8,60,0.1667
MAINT-00292,BOX-00058,RFID-BOS-058,SMALL,CLEANING,2025-06-12 09:07:22,2025-06-12 11:07:22,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,133.68,10,49,0.051
MAINT-00256,BOX-00037,RFID-BOS-037,SMALL,INSPECTION,2025-06-12 09:45:17,2025-06-12 13:45:17,2025-06-12,2025-06,Post-return inspection after 30 uses,10.0,4.0,152.13,9,97,0.1031
MAINT-00312,BOX-00024,RFID-BOS-024,SMALL,INSPECTION,2025-06-12 09:58:20,2025-06-12 13:58:20,2025-06-12,2025-06,Post-return inspection after 45 uses,10.0,4.0,105.78,9,49,0.2041
MAINT-00299,BOX-00061,RFID-BOS-061,SMALL,CLEANING,2025-06-12 10:22:22,2025-06-12 12:22:22,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,130.35,10,44,0.0568
MAINT-00266,BOX-00032,RFID-BOS-032,MEDIUM,REPAIR,2025-06-12 10:27:26,2025-06-13 10:27:26,2025-06-12,2025-06,Post-return repair after 10 uses,37.44,24.0,39.94,2,14,2.6743
MAINT-00291,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-12 10:30:46,2025-06-12 12:30:46,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,98.72,10,88,0.0284
MAINT-00150,BOX-00005,RFID-BOS-005,SMALL,CLEANING,2025-06-12 10:35:30,2025-06-12 12:35:30,2025-06-12,2025-06,Post-return cleaning after 20 uses,2.5,2.0,75.11,7,35,0.0714
MAINT-00286,BOX-00039,RFID-BOS-039,SMALL,CLEANING,2025-06-12 10:44:12,2025-06-12 12:44:12,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,83.64,7,71,0.0352
MAINT-00317,BOX-00055,RFID-BOS-055,SMALL,REPAIR,2025-06-12 10:46:01,2025-06-13 10:46:01,2025-06-12,2025-06,Post-return repair after 41 uses,24.8,24.0,123.52,11,88,0.2818
MAINT-00176,BOX-00003,RFID-BOS-003,SMALL,CLEANING,2025-06-12 11:06:26,2025-06-12 13:06:26,2025-06-12,2025-06,Post-return cleaning after 25 uses,2.5,2.0,99.64,7,34,0.0735
MAINT-00341,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-12 11:29:18,2025-06-12 13:29:18,2025-06-12,2025-06,Post-return cleaning after 55 uses,2.5,2.0,111.36,13,64,0.0391
MAINT-00294,BOX-00040,RFID-BOS-040,MEDIUM,CLEANING,2025-06-12 11:36:02,2025-06-12 13:36:02,2025-06-12,2025-06,Post-return cleaning after 10 uses,2.5,2.0,45.48,3,39,0.0641
MAINT-00339,BOX-00070,RFID-BOS-070,SMALL,INSPECTION,2025-06-12 11:43:11,2025-06-12 15:43:11,2025-06-12,2025-06,Post-return inspection after 45 uses,10.0,4.0,124.07,9,60,0.1667
MAINT-00268,BOX-00024,RFID-BOS-024,SMALL,CLEANING,2025-06-12 11:47:27,2025-06-12 13:47:27,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,108.28,10,49,0.051
MAINT-00335,BOX-00058,RFID-BOS-058,SMALL,INSPECTION,2025-06-12 11:51:28,2025-06-12 15:51:28,2025-06-12,2025-06,Post-return inspection after 45 uses,10.0,4.0,143.68,11,49,0.2041
MAINT-00301,BOX-00070,RFID-BOS-070,SMALL,CLEANING,2025-06-12 12:02:59,2025-06-12 14:02:59,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,126.57,10,60,0.0417
MAINT-00306,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-12 12:03:13,2025-06-12 14:03:13,2025-06-12,2025-06,Post-return cleaning after 40 uses,2.5,2.0,154.63,10,97,0.0258
MAINT-00304,BOX-00033,RFID-BOS-033,SMALL,CLEANING,2025-06-12 12:11:33,2025-06-12 14:11:33,2025-06-12,2025-06,Post-return cleaning after 40 uses,2.5,2.0,196.86,13,41,0.061
MAINT-00221,BOX-00039,RFID-BOS-039,SMALL,REPAIR,2025-06-12 12:27:45,2025-06-13 12:27:45,2025-06-12,2025-06,Post-return repair after 26 uses,40.06,24.0,123.7,8,71,0.5642
MAINT-00307,BOX-00039,RFID-BOS-039,SMALL,CLEANING,2025-06-12 12:40:37,2025-06-12 14:40:37,2025-06-12,2025-06,Post-return cleaning after 40 uses,2.5,2.0,126.2,9,71,0.0352
MAINT-00272,BOX-00064,RFID-BOS-064,SMALL,INSPECTION,2025-06-12 12:46:50,2025-06-12 16:46:50,2025-06-12,2025-06,Post-return inspection after 30 uses,10.0,4.0,132.09,9,33,0.303
MAINT-00338,BOX-00063,RFID-BOS-063,SMALL,INSPECTION,2025-06-12 12:48:23,2025-06-12 16:48:23,2025-06-12,2025-06,Post-return inspection after 45 uses,10.0,4.0,70.11,8,103,0.0971
MAINT-00330,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-12 12:50:23,2025-06-13 12:50:23,2025-06-12,2025-06,Post-return repair after 52 uses,41.97,24.0,193.73,13,101,0.4155
MAINT-00298,BOX-00058,RFID-BOS-058,SMALL,REPAIR,2025-06-12 12:58:48,2025-06-13 12:58:48,2025-06-12,2025-06,Post-return repair after 36 uses,29.09,24.0,172.77,12,49,0.5937
MAINT-00300,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-12 12:58:51,2025-06-12 14:58:51,2025-06-12,2025-06,Post-return cleaning after 35 uses,2.5,2.0,72.61,9,103,0.0243
MAINT-00290,BOX-00024,RFID-BOS-024,SMALL,CLEANING,2025-06-12 14:07:58,2025-06-12 16:07:58,2025-06-12,2025-06,Post-return cleaning after 40 uses,2.5,2.0,110.78,11,49,0.051
MAINT-00217,BOX-00006,RFID-BOS-006,SMALL,REPAIR,2025-06-12 14:14:54,2025-06-13 14:14:54,2025-06-12,2025-06,Post-return repair after 30 uses,46.16,24.0,120.72,10,60,0.7693
MAINT-00331,BOX-00029,RFID-BOS-029,SMALL,CLEANING,2025-06-12 14:19:55,2025-06-12 16:19:55,2025-06-12,2025-06,Post-return cleaning after 50 uses,2.5,2.0,234.52,13,61,0.041
MAINT-00319,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-12 15:07:30,2025-06-12 17:07:30,2025-06-12,2025-06,Post-return cleaning after 40 uses,2.5,2.0,75.11,10,103,0.0243
MAINT-00309,BOX-00058,RFID-BOS-058,SMALL,REPAIR,2025-06-12 15:18:22,2025-06-13 15:18:22,2025-06-12,2025-06,Post-return repair after 38 uses,47.96,24.0,220.73,13,49,0.9788
MAINT-00303,BOX-00010,RFID-BOS-010,SMALL,INSPECTION,2025-06-12 15:31:47,2025-06-12 19:31:47,2025-06-12,2025-06,Post-return inspection after 45 uses,10.0,4.0,121.36,14,64,0.1563
MAINT-00289,BOX-00045,RFID-BOS-045,SMALL,REPAIR,2025-06-12 15:45:23,2025-06-13 15:45:23,2025-06-12,2025-06,Post-return repair after 36 uses,35.0,24.0,141.37,9,69,0.5072
MAINT-00242,BOX-00031,RFID-BOS-031,SMALL,INSPECTION,2025-06-12 16:21:44,2025-06-12 20:21:44,2025-06-12,2025-06,Post-return inspection after 30 uses,10.0,4.0,171.34,9,32,0.3125
MAINT-00368,BOX-00029,RFID-BOS-029,SMALL,INSPECTION,2025-06-13 07:57:58,2025-06-13 11:57:58,2025-06-13,2025-06,Post-return inspection after 60 uses,10.0,4.0,244.52,14,61,0.1639
MAINT-00327,BOX-00037,RFID-BOS-037,SMALL,INSPECTION,2025-06-13 09:56:30,2025-06-13 13:56:30,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,164.63,11,97,0.1031
MAINT-00308,BOX-00045,RFID-BOS-045,SMALL,CLEANING,2025-06-13 10:11:59,2025-06-13 12:11:59,2025-06-13,2025-06,Post-return cleaning after 40 uses,2.5,2.0,143.87,10,69,0.0362
MAINT-00326,BOX-00035,RFID-BOS-035,SMALL,INSPECTION,2025-06-13 10:41:15,2025-06-13 14:41:15,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,111.27,10,66,0.1515
MAINT-00321,BOX-00043,RFID-BOS-043,MEDIUM,CLEANING,2025-06-13 11:25:58,2025-06-13 13:25:58,2025-06-13,2025-06,Post-return cleaning after 10 uses,2.5,2.0,45.76,3,25,0.1
MAINT-00320,BOX-00070,RFID-BOS-070,SMALL,CLEANING,2025-06-13 11:31:03,2025-06-13 13:31:03,2025-06-13,2025-06,Post-return cleaning after 40 uses,2.5,2.0,129.07,11,60,0.0417
MAINT-00269,BOX-00037,RFID-BOS-037,SMALL,REPAIR,2025-06-13 11:41:06,2025-06-14 11:41:06,2025-06-13,2025-06,Post-return repair after 32 uses,20.28,24.0,184.91,12,97,0.2091
MAINT-00334,BOX-00055,RFID-BOS-055,SMALL,INSPECTION,2025-06-13 11:55:44,2025-06-13 15:55:44,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,133.52,12,88,0.1136
MAINT-00328,BOX-00039,RFID-BOS-039,SMALL,INSPECTION,2025-06-13 12:14:03,2025-06-13 16:14:03,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,136.2,10,71,0.1408
MAINT-00318,BOX-00061,RFID-BOS-061,SMALL,CLEANING,2025-06-13 12:19:35,2025-06-13 14:19:35,2025-06-13,2025-06,Post-return cleaning after 40 uses,2.5,2.0,132.85,11,44,0.0568
MAINT-00295,BOX-00004,RFID-BOS-004,SMALL,INSPECTION,2025-06-13 12:43:32,2025-06-13 16:43:32,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,121.31,11,54,0.1852
MAINT-00314,BOX-00029,RFID-BOS-029,SMALL,INSPECTION,2025-06-13 12:55:42,2025-06-13 16:55:42,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,254.52,15,61,0.1639
MAINT-00333,BOX-00039,RFID-BOS-039,SMALL,REPAIR,2025-06-13 12:58:27,2025-06-14 12:58:27,2025-06-13,2025-06,Post-return repair after 47 uses,44.3,24.0,180.5,11,71,0.6239
MAINT-00337,BOX-00055,RFID-BOS-055,SMALL,REPAIR,2025-06-13 13:04:59,2025-06-14 13:04:59,2025-06-13,2025-06,Post-return repair after 46 uses,32.54,24.0,166.06,13,88,0.3698
MAINT-00325,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-13 13:44:48,2025-06-13 15:44:48,2025-06-13,2025-06,Post-return cleaning after 50 uses,2.5,2.0,196.23,14,101,0.0248
MAINT-00257,BOX-00039,RFID-BOS-039,SMALL,INSPECTION,2025-06-13 13:46:18,2025-06-13 17:46:18,2025-06-13,2025-06,Post-return inspection after 30 uses,10.0,4.0,190.5,12,71,0.1408
MAINT-00322,BOX-00006,RFID-BOS-006,SMALL,CLEANING,2025-06-13 14:01:35,2025-06-13 16:01:35,2025-06-13,2025-06,Post-return cleaning after 50 uses,2.5,2.0,123.22,11,60,0.0417
MAINT-00336,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-13 14:15:14,2025-06-14 14:15:14,2025-06-13,2025-06,Post-return repair after 53 uses,37.43,24.0,233.66,15,101,0.3706
MAINT-00255,BOX-00035,RFID-BOS-035,SMALL,INSPECTION,2025-06-13 14:23:43,2025-06-13 18:23:43,2025-06-13,2025-06,Post-return inspection after 30 uses,10.0,4.0,121.27,11,66,0.1515
MAINT-00340,BOX-00006,RFID-BOS-006,SMALL,CLEANING,2025-06-13 14:48:09,2025-06-13 16:48:09,2025-06-13,2025-06,Post-return cleaning after 55 uses,2.5,2.0,125.72,12,60,0.0417
MAINT-00315,BOX-00055,RFID-BOS-055,SMALL,REPAIR,2025-06-13 15:17:47,2025-06-14 15:17:47,2025-06-13,2025-06,Post-return repair after 40 uses,41.41,24.0,207.47,14,88,0.4706
MAINT-00367,BOX-00045,RFID-BOS-045,SMALL,REPAIR,2025-06-13 15:52:30,2025-06-14 15:52:30,2025-06-13,2025-06,Post-return repair after 55 uses,15.54,24.0,159.41,11,69,0.2252
MAINT-00329,BOX-00045,RFID-BOS-045,SMALL,INSPECTION,2025-06-13 16:14:32,2025-06-13 20:14:32,2025-06-13,2025-06,Post-return inspection after 45 uses,10.0,4.0,169.41,12,69,0.1449
MAINT-00369,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-13 16:43:23,2025-06-13 18:43:23,2025-06-13,2025-06,Post-return cleaning after 55 uses,2.5,2.0,209.97,15,88,0.0284
MAINT-00351,BOX-00052,RFID-BOS-052,MEDIUM,CLEANING,2025-06-14 08:02:13,2025-06-14 10:02:13,2025-06-14,2025-06,Post-return cleaning after 10 uses,2.5,2.0,5.0,2,15,0.1667
MAINT-00362,BOX-00035,RFID-BOS-035,SMALL,CLEANING,2025-06-14 08:36:42,2025-06-14 10:36:42,2025-06-14,2025-06,Post-return cleaning after 55 uses,2.5,2.0,123.77,12,66,0.0379
MAINT-00323,BOX-00010,RFID-BOS-010,SMALL,CLEANING,2025-06-14 09:41:48,2025-06-14 11:41:48,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,123.86,15,64,0.0391
MAINT-00324,BOX-00024,RFID-BOS-024,SMALL,REPAIR,2025-06-14 09:43:54,2025-06-15 09:43:54,2025-06-14,2025-06,Post-return repair after 48 uses,38.86,24.0,149.64,12,49,0.7931
MAINT-00346,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-14 10:07:31,2025-06-14 12:07:31,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,187.41,13,97,0.0258
MAINT-00343,BOX-00006,RFID-BOS-006,SMALL,REPAIR,2025-06-14 10:12:01,2025-06-15 10:12:01,2025-06-14,2025-06,Post-return repair after 57 uses,13.77,24.0,139.49,13,60,0.2295
MAINT-00344,BOX-00035,RFID-BOS-035,SMALL,REPAIR,2025-06-14 10:56:14,2025-06-15 10:56:14,2025-06-14,2025-06,Post-return repair after 50 uses,45.24,24.0,169.01,13,66,0.6855
MAINT-00356,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-14 11:12:43,2025-06-15 11:12:43,2025-06-14,2025-06,Post-return repair after 59 uses,16.52,24.0,250.18,16,101,0.1636
MAINT-00388,BOX-00057,RFID-BOS-057,MEDIUM,CLEANING,2025-06-14 11:47:42,2025-06-14 13:47:42,2025-06-14,2025-06,Post-return cleaning after 10 uses,2.5,2.0,22.83,3,37,0.0676
MAINT-00345,BOX-00030,RFID-BOS-030,MEDIUM,REPAIR,2025-06-14 11:50:03,2025-06-15 11:50:03,2025-06-14,2025-06,Post-return repair after 13 uses,32.01,24.0,125.14,6,29,1.1038
MAINT-00364,BOX-00072,RFID-BOS-072,MEDIUM,REPAIR,2025-06-14 11:58:54,2025-06-15 11:58:54,2025-06-14,2025-06,Post-return repair after 9 uses,46.12,24.0,48.62,2,50,0.9224
MAINT-00361,BOX-00022,RFID-BOS-022,SMALL,INSPECTION,2025-06-14 12:11:05,2025-06-14 16:11:05,2025-06-14,2025-06,Post-return inspection after 60 uses,10.0,4.0,260.18,17,101,0.099
MAINT-00342,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-14 12:11:18,2025-06-15 12:11:18,2025-06-14,2025-06,Post-return repair after 55 uses,31.51,24.0,291.69,18,101,0.312
MAINT-00352,BOX-00054,RFID-BOS-054,MEDIUM,CLEANING,2025-06-14 12:12:56,2025-06-14 14:12:56,2025-06-14,2025-06,Post-return cleaning after 10 uses,2.5,2.0,48.2,4,23,0.1087
MAINT-00363,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-14 13:15:38,2025-06-14 15:15:38,2025-06-14,2025-06,Post-return cleaning after 55 uses,2.5,2.0,189.91,14,97,0.0258
MAINT-00358,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-14 13:21:45,2025-06-14 15:21:45,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,77.61,11,103,0.0243
MAINT-00302,BOX-00006,RFID-BOS-006,SMALL,INSPECTION,2025-06-14 13:28:31,2025-06-14 17:28:31,2025-06-14,2025-06,Post-return inspection after 45 uses,10.0,4.0,149.49,14,60,0.1667
MAINT-00370,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-14 13:39:55,2025-06-14 15:39:55,2025-06-14,2025-06,Post-return cleaning after 65 uses,2.5,2.0,294.19,19,101,0.0248
MAINT-00348,BOX-00045,RFID-BOS-045,SMALL,CLEANING,2025-06-14 14:06:20,2025-06-14 16:06:20,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,171.91,13,69,0.0362
MAINT-00354,BOX-00056,RFID-BOS-056,MEDIUM,REPAIR,2025-06-14 14:29:23,2025-06-15 14:29:23,2025-06-14,2025-06,Post-return repair after 10 uses,23.84,24.0,60.53,3,30,0.7947
MAINT-00349,BOX-00063,RFID-BOS-063,SMALL,REPAIR,2025-06-14 14:43:37,2025-06-15 14:43:37,2025-06-14,2025-06,Post-return repair after 48 uses,36.57,24.0,114.18,12,103,0.355
MAINT-00377,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-14 14:53:07,2025-06-15 14:53:07,2025-06-14,2025-06,Post-return repair after 66 uses,38.58,24.0,332.77,20,101,0.382
MAINT-00360,BOX-00010,RFID-BOS-010,SMALL,REPAIR,2025-06-14 15:00:47,2025-06-15 15:00:47,2025-06-14,2025-06,Post-return repair after 61 uses,10.5,24.0,134.36,16,64,0.1641
MAINT-00347,BOX-00039,RFID-BOS-039,SMALL,CLEANING,2025-06-14 15:03:28,2025-06-14 17:03:28,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,193.0,13,71,0.0352
MAINT-00353,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-14 15:25:23,2025-06-14 17:25:23,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,212.47,16,88,0.0284
MAINT-00350,BOX-00029,RFID-BOS-029,SMALL,CLEANING,2025-06-14 15:26:07,2025-06-14 17:26:07,2025-06-14,2025-06,Post-return cleaning after 55 uses,2.5,2.0,257.02,16,61,0.041
MAINT-00359,BOX-00070,RFID-BOS-070,SMALL,CLEANING,2025-06-14 15:28:43,2025-06-14 17:28:43,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,131.57,12,60,0.0417
MAINT-00355,BOX-00010,RFID-BOS-010,SMALL,INSPECTION,2025-06-14 16:50:57,2025-06-14 20:50:57,2025-06-14,2025-06,Post-return inspection after 60 uses,10.0,4.0,144.36,17,64,0.1563
MAINT-00313,BOX-00004,RFID-BOS-004,SMALL,CLEANING,2025-06-14 17:05:11,2025-06-14 19:05:11,2025-06-14,2025-06,Post-return cleaning after 50 uses,2.5,2.0,123.81,12,54,0.0463
MAINT-00366,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-15 08:39:23,2025-06-15 10:39:23,2025-06-15,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,87,0.0287
MAINT-00376,BOX-00070,RFID-BOS-070,SMALL,REPAIR,2025-06-15 08:53:44,2025-06-16 08:53:44,2025-06-15,2025-06,Post-return repair after 55 uses,8.28,24.0,139.85,13,60,0.138
MAINT-00391,BOX-00045,RFID-BOS-045,SMALL,CLEANING,2025-06-15 09:16:47,2025-06-15 11:16:47,2025-06-15,2025-06,Post-return cleaning after 65 uses,2.5,2.0,174.41,14,69,0.0362
MAINT-00394,BOX-00063,RFID-BOS-063,SMALL,REPAIR,2025-06-15 09:50:55,2025-06-16 09:50:55,2025-06-15,2025-06,Post-return repair after 64 uses,29.87,24.0,144.05,13,103,0.29
MAINT-00390,BOX-00039,RFID-BOS-039,SMALL,REPAIR,2025-06-15 10:01:12,2025-06-16 10:01:12,2025-06-15,2025-06,Post-return repair after 65 uses,36.93,24.0,229.93,14,71,0.5201
MAINT-00387,BOX-00035,RFID-BOS-035,SMALL,CLEANING,2025-06-15 10:34:53,2025-06-15 12:34:53,2025-06-15,2025-06,Post-return cleaning after 65 uses,2.5,2.0,171.51,14,66,0.0379
MAINT-00385,BOX-00063,RFID-BOS-063,SMALL,INSPECTION,2025-06-15 10:42:06,2025-06-15 14:42:06,2025-06-15,2025-06,Post-return inspection after 60 uses,10.0,4.0,154.05,14,103,0.0971
MAINT-00374,BOX-00030,RFID-BOS-030,MEDIUM,INSPECTION,2025-06-15 10:50:47,2025-06-15 14:50:47,2025-06-15,2025-06,Post-return inspection after 15 uses,10.0,4.0,135.14,7,29,0.3448
MAINT-00400,BOX-00039,RFID-BOS-039,SMALL,CLEANING,2025-06-15 11:20:00,2025-06-15 13:20:00,2025-06-15,2025-06,Post-return cleaning after 70 uses,2.5,2.0,232.43,15,71,0.0352
MAINT-00384,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-15 11:39:49,2025-06-15 13:39:49,2025-06-15,2025-06,Post-return cleaning after 70 uses,2.5,2.0,335.27,21,101,0.0248
MAINT-00379,BOX-00037,RFID-BOS-037,SMALL,INSPECTION,2025-06-15 11:43:38,2025-06-15 15:43:38,2025-06-15,2025-06,Post-return inspection after 60 uses,10.0,4.0,199.91,15,97,0.1031
MAINT-00371,BOX-00007,RFID-BOS-007,MEDIUM,REPAIR,2025-06-15 12:17:54,2025-06-16 12:17:54,2025-06-15,2025-06,Post-return repair after 15 uses,6.32,24.0,21.65,4,47,0.1345
MAINT-00372,BOX-00025,RFID-BOS-025,MEDIUM,INSPECTION,2025-06-15 12:54:54,2025-06-15 16:54:54,2025-06-15,2025-06,Post-return inspection after 15 uses,10.0,4.0,36.29,3,41,0.2439
MAINT-00386,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-15 12:57:11,2025-06-16 12:57:11,2025-06-15,2025-06,Post-return repair after 71 uses,13.43,24.0,348.7,22,101,0.133
MAINT-00209,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-15 13:13:03,2025-06-15 15:13:03,2025-06-15,2025-06,Post-return cleaning after 25 uses,2.5,2.0,202.41,16,97,0.0258
