driver_id,delivery_date,delivery_zone,deliveries_count,successful,failed,avg_duration_min,sla_pct,on_time_count,pickups_attempted,pickups_completed,total_stops,pickup_success_pct,year_month
DRV-00012,2025-09-03,ZONE-C,2,2.0,0.0,45.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00012,2025-09-03,ZONE-B,2,2.0,0.0,25.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00013,2025-09-03,ZONE-B,3,3.0,0.0,32.666666666666664,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00013,2025-09-03,ZONE-C,1,1.0,0.0,37.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-03,ZONE-A,1,1.0,0.0,20.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-03,ZONE-D,1,1.0,0.0,44.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00014,2025-09-03,ZONE-B,5,5.0,0.0,30.4,100.0,0.0,0,0.0,5.0,,2025-09
DRV-00014,2025-09-03,ZONE-A,1,1.0,0.0,15.0,100.0,1.0,0,0.0,1.0,,2025-09
DRV-00015,2025-09-03,ZONE-A,8,8.0,0.0,25.75,100.0,0.0,0,0.0,8.0,,2025-09
DRV-00015,2025-09-03,ZONE-B,4,4.0,0.0,40.0,75.0,0.0,0,0.0,4.0,,2025-09
DRV-00015,2025-09-03,ZONE-C,3,2.0,1.0,41.0,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00001,2025-09-04,ZONE-A,4,4.0,0.0,22.0,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00001,2025-09-04,ZONE-C,4,4.0,0.0,43.5,75.0,0.0,0,0.0,4.0,,2025-09
DRV-00001,2025-09-04,ZONE-B,3,3.0,0.0,33.333333333333336,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00002,2025-09-04,ZONE-A,4,4.0,0.0,24.5,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00002,2025-09-04,ZONE-B,2,2.0,0.0,28.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00002,2025-09-04,ZONE-C,1,1.0,0.0,33.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-04,ZONE-B,1,1.0,0.0,32.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-04,ZONE-C,2,2.0,0.0,42.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00004,2025-09-04,ZONE-B,3,3.0,0.0,38.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00004,2025-09-04,ZONE-A,2,2.0,0.0,27.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00005,2025-09-04,ZONE-B,1,1.0,0.0,26.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-04,ZONE-C,1,1.0,0.0,48.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-04,ZONE-A,1,1.0,0.0,31.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-04,ZONE-B,2,2.0,0.0,24.5,100.0,1.0,0,0.0,2.0,,2025-09
DRV-00006,2025-09-04,ZONE-A,1,1.0,0.0,30.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00007,2025-09-04,ZONE-B,2,2.0,0.0,44.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00007,2025-09-04,ZONE-D,2,2.0,0.0,52.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00008,2025-09-04,ZONE-B,1,1.0,0.0,41.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00008,2025-09-04,ZONE-A,3,3.0,0.0,22.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00008,2025-09-04,ZONE-C,4,4.0,0.0,36.0,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00009,2025-09-04,ZONE-B,3,3.0,0.0,33.333333333333336,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00009,2025-09-04,ZONE-D,5,5.0,0.0,53.0,80.0,0.0,0,0.0,5.0,,2025-09
DRV-00009,2025-09-04,ZONE-A,1,1.0,0.0,31.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-04,ZONE-C,2,2.0,0.0,46.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00010,2025-09-04,ZONE-B,5,5.0,0.0,26.2,100.0,0.0,0,0.0,5.0,,2025-09
DRV-00010,2025-09-04,ZONE-C,4,4.0,0.0,53.75,50.0,0.0,0,0.0,4.0,,2025-09
DRV-00010,2025-09-04,ZONE-A,1,1.0,0.0,26.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-04,ZONE-D,1,1.0,0.0,67.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00011,2025-09-04,ZONE-D,3,3.0,0.0,68.0,33.3,0.0,0,0.0,3.0,,2025-09
DRV-00011,2025-09-04,ZONE-A,1,1.0,0.0,24.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00011,2025-09-04,ZONE-C,1,1.0,0.0,41.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00012,2025-09-04,ZONE-B,2,2.0,0.0,42.0,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00012,2025-09-04,ZONE-D,1,1.0,0.0,40.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-04,ZONE-C,2,2.0,0.0,45.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00013,2025-09-04,ZONE-A,4,4.0,0.0,25.5,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00014,2025-09-04,ZONE-B,3,3.0,0.0,41.666666666666664,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00014,2025-09-04,ZONE-C,1,1.0,0.0,45.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00014,2025-09-04,ZONE-A,3,3.0,0.0,26.0,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00014,2025-09-04,ZONE-D,1,1.0,0.0,49.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00015,2025-09-04,ZONE-C,2,2.0,0.0,48.0,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-04,ZONE-D,2,2.0,0.0,48.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-04,ZONE-A,2,2.0,0.0,23.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-04,ZONE-B,3,3.0,0.0,32.333333333333336,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00001,2025-09-05,ZONE-D,1,1.0,0.0,39.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-05,ZONE-A,3,3.0,0.0,24.666666666666668,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00001,2025-09-05,ZONE-C,2,2.0,0.0,35.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00001,2025-09-05,ZONE-B,4,4.0,0.0,30.0,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00002,2025-09-05,ZONE-D,1,1.0,0.0,21.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-05,ZONE-B,1,1.0,0.0,42.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-05,ZONE-D,4,4.0,0.0,48.75,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00003,2025-09-05,ZONE-A,2,2.0,0.0,24.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00003,2025-09-05,ZONE-B,2,2.0,0.0,38.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00004,2025-09-05,ZONE-A,4,4.0,0.0,23.5,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00004,2025-09-05,ZONE-C,1,1.0,0.0,44.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-05,ZONE-B,1,1.0,0.0,35.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-05,ZONE-A,5,5.0,0.0,27.4,80.0,0.0,0,0.0,5.0,,2025-09
DRV-00005,2025-09-05,ZONE-D,1,1.0,0.0,67.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-05,ZONE-C,1,1.0,0.0,46.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-05,ZONE-C,1,1.0,0.0,53.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-05,ZONE-B,3,3.0,0.0,25.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00006,2025-09-05,ZONE-D,1,1.0,0.0,62.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-05,ZONE-A,3,3.0,0.0,23.333333333333332,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00007,2025-09-05,ZONE-A,2,2.0,0.0,28.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00007,2025-09-05,ZONE-D,2,2.0,0.0,52.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00007,2025-09-05,ZONE-B,3,3.0,0.0,39.666666666666664,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00007,2025-09-05,ZONE-C,3,3.0,0.0,41.666666666666664,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00008,2025-09-05,ZONE-B,3,3.0,0.0,33.333333333333336,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00008,2025-09-05,ZONE-C,2,2.0,0.0,41.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00009,2025-09-05,ZONE-B,2,2.0,0.0,40.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00009,2025-09-05,ZONE-A,3,3.0,0.0,26.0,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00009,2025-09-05,ZONE-D,1,1.0,0.0,26.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-05,ZONE-C,3,3.0,0.0,49.333333333333336,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00010,2025-09-05,ZONE-D,2,2.0,0.0,52.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00010,2025-09-05,ZONE-A,2,2.0,0.0,25.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00010,2025-09-05,ZONE-B,3,3.0,0.0,38.0,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00010,2025-09-05,ZONE-C,2,2.0,0.0,33.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00011,2025-09-05,ZONE-C,6,5.0,1.0,35.8,83.3,0.0,0,0.0,6.0,,2025-09
DRV-00011,2025-09-05,ZONE-B,4,4.0,0.0,27.25,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00011,2025-09-05,ZONE-D,1,1.0,0.0,60.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00012,2025-09-05,ZONE-A,4,4.0,0.0,24.0,75.0,1.0,0,0.0,4.0,,2025-09
DRV-00012,2025-09-05,ZONE-B,3,3.0,0.0,31.666666666666668,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00012,2025-09-05,ZONE-C,4,4.0,0.0,46.75,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00013,2025-09-05,ZONE-B,3,3.0,0.0,28.333333333333332,100.0,1.0,0,0.0,3.0,,2025-09
DRV-00013,2025-09-05,ZONE-C,2,2.0,0.0,45.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00013,2025-09-05,ZONE-A,2,2.0,0.0,18.0,100.0,1.0,0,0.0,2.0,,2025-09
DRV-00014,2025-09-05,ZONE-A,4,4.0,0.0,23.75,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00014,2025-09-05,ZONE-B,4,3.0,1.0,37.333333333333336,75.0,0.0,0,0.0,4.0,,2025-09
DRV-00014,2025-09-05,ZONE-C,1,1.0,0.0,52.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00014,2025-09-05,ZONE-D,2,2.0,0.0,55.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-05,ZONE-A,2,2.0,0.0,24.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-05,ZONE-B,2,2.0,0.0,34.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-05,ZONE-C,1,1.0,0.0,42.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-06,ZONE-B,2,2.0,0.0,25.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00001,2025-09-06,ZONE-A,1,1.0,0.0,27.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-06,ZONE-C,1,1.0,0.0,38.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-06,ZONE-B,1,1.0,0.0,36.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-06,ZONE-D,1,1.0,0.0,56.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-06,ZONE-C,4,4.0,0.0,49.25,75.0,0.0,0,0.0,4.0,,2025-09
DRV-00003,2025-09-06,ZONE-B,1,1.0,0.0,38.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-06,ZONE-A,2,2.0,0.0,22.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00003,2025-09-06,ZONE-D,1,1.0,0.0,65.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-06,ZONE-C,2,1.0,1.0,57.0,0.0,0.0,0,0.0,2.0,,2025-09
DRV-00005,2025-09-06,ZONE-B,3,3.0,0.0,31.666666666666668,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00005,2025-09-06,ZONE-A,2,2.0,0.0,30.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00006,2025-09-06,ZONE-C,1,1.0,0.0,52.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-06,ZONE-D,1,1.0,0.0,60.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00007,2025-09-06,ZONE-C,1,1.0,0.0,26.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00007,2025-09-06,ZONE-A,2,2.0,0.0,24.0,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00007,2025-09-06,ZONE-D,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00008,2025-09-06,ZONE-D,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00008,2025-09-06,ZONE-B,3,3.0,0.0,38.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00008,2025-09-06,ZONE-A,1,1.0,0.0,25.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00008,2025-09-06,ZONE-C,1,1.0,0.0,33.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-06,ZONE-D,1,1.0,0.0,51.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-06,ZONE-C,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-06,ZONE-A,1,1.0,0.0,22.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-06,ZONE-B,1,1.0,0.0,29.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-06,ZONE-B,1,1.0,0.0,39.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-06,ZONE-D,1,1.0,0.0,88.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-06,ZONE-A,1,1.0,0.0,29.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-06,ZONE-C,2,2.0,0.0,40.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00011,2025-09-06,ZONE-C,3,3.0,0.0,56.333333333333336,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00011,2025-09-06,ZONE-D,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00011,2025-09-06,ZONE-B,2,2.0,0.0,36.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00011,2025-09-06,ZONE-A,1,1.0,0.0,25.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00012,2025-09-06,ZONE-C,3,3.0,0.0,49.666666666666664,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00012,2025-09-06,ZONE-B,2,2.0,0.0,38.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00012,2025-09-06,ZONE-A,3,3.0,0.0,25.333333333333332,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00012,2025-09-06,ZONE-D,1,1.0,0.0,49.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-06,ZONE-C,1,1.0,0.0,29.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-06,ZONE-D,1,1.0,0.0,62.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-06,ZONE-A,1,1.0,0.0,25.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-06,ZONE-B,1,1.0,0.0,38.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00014,2025-09-06,ZONE-B,1,1.0,0.0,48.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00014,2025-09-06,ZONE-A,2,2.0,0.0,26.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-06,ZONE-C,1,1.0,0.0,57.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00015,2025-09-06,ZONE-A,1,1.0,0.0,27.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00015,2025-09-06,ZONE-D,1,1.0,0.0,62.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-07,ZONE-C,4,4.0,0.0,45.5,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00001,2025-09-07,ZONE-B,3,3.0,0.0,27.666666666666668,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00001,2025-09-07,ZONE-A,3,2.0,1.0,23.5,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00002,2025-09-07,ZONE-A,1,1.0,0.0,25.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-07,ZONE-B,1,1.0,0.0,46.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-07,ZONE-C,1,0.0,1.0,,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-07,ZONE-C,1,1.0,0.0,42.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-07,ZONE-D,1,1.0,0.0,55.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-07,ZONE-A,1,1.0,0.0,18.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-07,ZONE-B,3,2.0,1.0,38.5,33.3,0.0,0,0.0,3.0,,2025-09
DRV-00004,2025-09-07,ZONE-B,3,3.0,0.0,28.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00004,2025-09-07,ZONE-D,1,0.0,1.0,,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00004,2025-09-07,ZONE-C,4,4.0,0.0,40.0,75.0,0.0,0,0.0,4.0,,2025-09
DRV-00004,2025-09-07,ZONE-A,2,2.0,0.0,23.0,50.0,1.0,0,0.0,2.0,,2025-09
DRV-00005,2025-09-07,ZONE-B,3,3.0,0.0,37.666666666666664,66.7,0.0,0,0.0,3.0,,2025-09
DRV-00005,2025-09-07,ZONE-D,1,1.0,0.0,60.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-07,ZONE-D,1,1.0,0.0,54.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00006,2025-09-07,ZONE-A,2,2.0,0.0,21.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00006,2025-09-07,ZONE-C,3,3.0,0.0,39.333333333333336,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00007,2025-09-07,ZONE-D,1,1.0,0.0,60.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00007,2025-09-07,ZONE-C,1,0.0,1.0,,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00008,2025-09-07,ZONE-B,2,1.0,1.0,34.0,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00008,2025-09-07,ZONE-A,3,3.0,0.0,30.666666666666668,33.3,0.0,0,0.0,3.0,,2025-09
DRV-00008,2025-09-07,ZONE-D,1,1.0,0.0,64.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00008,2025-09-07,ZONE-C,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-07,ZONE-C,2,2.0,0.0,50.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00009,2025-09-07,ZONE-D,1,1.0,0.0,52.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-07,ZONE-A,3,3.0,0.0,23.666666666666668,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00009,2025-09-07,ZONE-B,1,1.0,0.0,30.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-07,ZONE-B,1,1.0,0.0,35.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00010,2025-09-07,ZONE-A,2,2.0,0.0,26.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00010,2025-09-07,ZONE-C,2,2.0,0.0,47.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00011,2025-09-07,ZONE-A,1,1.0,0.0,23.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00011,2025-09-07,ZONE-C,1,1.0,0.0,67.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00011,2025-09-07,ZONE-B,2,2.0,0.0,42.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00012,2025-09-07,ZONE-A,2,2.0,0.0,25.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00012,2025-09-07,ZONE-C,1,1.0,0.0,50.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-07,ZONE-C,3,3.0,0.0,39.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00013,2025-09-07,ZONE-D,1,1.0,0.0,54.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00013,2025-09-07,ZONE-A,1,1.0,0.0,23.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00014,2025-09-07,ZONE-A,4,4.0,0.0,23.5,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00015,2025-09-07,ZONE-C,2,2.0,0.0,38.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00015,2025-09-07,ZONE-D,1,1.0,0.0,54.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00015,2025-09-07,ZONE-A,1,1.0,0.0,17.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-08,ZONE-A,1,1.0,0.0,34.0,0.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-08,ZONE-D,1,1.0,0.0,55.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00001,2025-09-08,ZONE-B,3,3.0,0.0,31.0,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00001,2025-09-08,ZONE-C,1,1.0,0.0,37.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00002,2025-09-08,ZONE-C,2,2.0,0.0,48.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00002,2025-09-08,ZONE-B,3,3.0,0.0,24.333333333333332,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00002,2025-09-08,ZONE-A,2,2.0,0.0,26.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00003,2025-09-08,ZONE-B,4,4.0,0.0,38.0,50.0,0.0,0,0.0,4.0,,2025-09
DRV-00003,2025-09-08,ZONE-A,1,1.0,0.0,29.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00003,2025-09-08,ZONE-D,2,2.0,0.0,66.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00003,2025-09-08,ZONE-C,2,2.0,0.0,52.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00004,2025-09-08,ZONE-A,2,2.0,0.0,21.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00004,2025-09-08,ZONE-D,1,1.0,0.0,44.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00004,2025-09-08,ZONE-C,4,4.0,0.0,45.25,75.0,0.0,0,0.0,4.0,,2025-09
DRV-00004,2025-09-08,ZONE-B,2,2.0,0.0,32.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00005,2025-09-08,ZONE-C,3,3.0,0.0,47.333333333333336,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00005,2025-09-08,ZONE-A,2,2.0,0.0,22.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00005,2025-09-08,ZONE-D,1,1.0,0.0,54.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00005,2025-09-08,ZONE-B,2,2.0,0.0,34.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00006,2025-09-08,ZONE-B,2,2.0,0.0,27.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00006,2025-09-08,ZONE-A,2,2.0,0.0,22.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00006,2025-09-08,ZONE-C,2,2.0,0.0,55.5,50.0,0.0,0,0.0,2.0,,2025-09
DRV-00007,2025-09-08,ZONE-C,1,1.0,0.0,33.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00007,2025-09-08,ZONE-D,1,1.0,0.0,42.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00007,2025-09-08,ZONE-A,4,4.0,0.0,20.5,100.0,0.0,0,0.0,4.0,,2025-09
DRV-00007,2025-09-08,ZONE-B,2,2.0,0.0,34.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00008,2025-09-08,ZONE-A,5,5.0,0.0,22.8,80.0,1.0,0,0.0,5.0,,2025-09
DRV-00008,2025-09-08,ZONE-D,3,3.0,0.0,66.33333333333333,33.3,0.0,0,0.0,3.0,,2025-09
DRV-00008,2025-09-08,ZONE-B,2,2.0,0.0,33.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00008,2025-09-08,ZONE-C,1,1.0,0.0,22.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-08,ZONE-A,3,3.0,0.0,21.333333333333332,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00009,2025-09-08,ZONE-B,1,1.0,0.0,32.0,100.0,0.0,0,0.0,1.0,,2025-09
DRV-00009,2025-09-08,ZONE-C,3,3.0,0.0,46.666666666666664,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00010,2025-09-08,ZONE-B,2,2.0,0.0,34.0,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00010,2025-09-08,ZONE-A,6,6.0,0.0,24.5,100.0,1.0,0,0.0,6.0,,2025-09
DRV-00010,2025-09-08,ZONE-D,2,2.0,0.0,52.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00010,2025-09-08,ZONE-C,6,6.0,0.0,45.833333333333336,83.3,0.0,0,0.0,6.0,,2025-09
DRV-00011,2025-09-08,ZONE-C,2,2.0,0.0,40.5,100.0,0.0,0,0.0,2.0,,2025-09
DRV-00011,2025-09-08,ZONE-B,3,3.0,0.0,28.333333333333332,100.0,0.0,0,0.0,3.0,,2025-09
DRV-00011,2025-09-08,ZONE-A,1,1.0,0.0,24.0,100.0,0.0,0,0.0,1.0,,2025-09
